origin_h3,destination_h3,time_of_day,od_flow
88618924bdfffff,8860145925fffff,8,1
88618924bdfffff,8860145941fffff,6,1
88618924bdfffff,8860145941fffff,17,1
88618924bdfffff,8860145941fffff,21,1
88618924bdfffff,8860145943fffff,13,1
88618924bdfffff,886014594bfffff,4,1
88618924bdfffff,8860145957fffff,0,1
88618924bdfffff,8860145959fffff,15,1
88618924bdfffff,8860145963fffff,3,1
88618924bdfffff,8860145963fffff,8,1
88618924bdfffff,8860145963fffff,16,1
88618924bdfffff,886014596dfffff,14,1
88618924bdfffff,886014596dfffff,18,1
88618924bdfffff,886014596dfffff,22,1
88618924bdfffff,88601459d5fffff,10,1
88618924bdfffff,88601459d5fffff,13,1
88618924bdfffff,88601459e3fffff,19,1
88618924bdfffff,88601459e3fffff,21,2
88618924bdfffff,8860145a03fffff,10,1
88618924bdfffff,8860145a03fffff,14,1
88618924bdfffff,8860145a03fffff,16,1
88618924bdfffff,8860145a03fffff,20,1
88618924bdfffff,8860145a05fffff,19,1
88618924bdfffff,8860145a09fffff,15,1
88618924bdfffff,8860145a0dfffff,4,1
88618924bdfffff,8860145a0dfffff,10,1
88618924bdfffff,8860145a0dfffff,12,1
88618924bdfffff,8860145a0dfffff,21,1
88618924bdfffff,8860145a17fffff,15,1
88618924bdfffff,8860145a23fffff,21,1
88618924bdfffff,8860145a25fffff,8,1
88618924bdfffff,8860145a25fffff,11,1
88618924bdfffff,8860145a25fffff,21,1
88618924bdfffff,8860145a27fffff,9,1
88618924bdfffff,8860145a27fffff,22,1
88618924bdfffff,8860145a2bfffff,13,1
88618924bdfffff,8860145a31fffff,3,1
88618924bdfffff,8860145a31fffff,6,1
88618924bdfffff,8860145a31fffff,11,1
88618924bdfffff,8860145a31fffff,17,1
88618924bdfffff,8860145a31fffff,21,1
88618924bdfffff,8860145a31fffff,23,1
88618924bdfffff,8860145a3dfffff,16,1
88618924bdfffff,8860145a55fffff,0,1
88618924bdfffff,8860145a55fffff,7,1
88618924bdfffff,8860145a59fffff,8,1
88618924bdfffff,8860145a59fffff,12,1
88618924bdfffff,8860145a59fffff,14,1
88618924bdfffff,8860145a5dfffff,0,1
88618924bdfffff,8860145a63fffff,16,1
88618924bdfffff,8860145a67fffff,3,1
88618924bdfffff,8860145a67fffff,19,1
88618924bdfffff,8860145a6dfffff,0,1
88618924bdfffff,8860145a6dfffff,19,1
88618924bdfffff,8860145a6dfffff,20,3
88618924bdfffff,8860145a8dfffff,20,1
88618924bdfffff,8860145aa3fffff,1,1
88618924bdfffff,8860145aa3fffff,7,1
88618924bdfffff,8860145aa3fffff,16,1
88618924bdfffff,8860145aa3fffff,19,1
88618924bdfffff,8860145aadfffff,2,1
88618924bdfffff,8860145aadfffff,9,2
88618924bdfffff,8860145acbfffff,16,1
88618924bdfffff,8860145aedfffff,8,1
88618924bdfffff,8860145b03fffff,12,1
88618924bdfffff,8860145b0bfffff,18,1
88618924bdfffff,8860145b11fffff,4,1
88618924bdfffff,8860145b11fffff,6,1
88618924bdfffff,8860145b11fffff,19,1
88618924bdfffff,8860145b17fffff,23,1
88618924bdfffff,8860145b1bfffff,23,1
88618924bdfffff,8860145b1dfffff,0,1
88618924bdfffff,8860145b1dfffff,11,1
88618924bdfffff,8860145b1dfffff,22,1
88618924bdfffff,8860145b21fffff,2,1
88618924bdfffff,8860145b39fffff,0,1
88618924bdfffff,8860145b51fffff,17,1
88618924bdfffff,8860145b53fffff,17,1
88618924bdfffff,8860145b55fffff,11,1
88618924bdfffff,8860145b55fffff,13,1
88618924bdfffff,8860145b55fffff,17,1
88618924bdfffff,8860145b59fffff,0,1
88618924bdfffff,8860145b59fffff,5,1
88618924bdfffff,8860145b59fffff,8,1
88618924bdfffff,8860145b59fffff,15,1
88618924bdfffff,8860145b59fffff,20,1
88618924bdfffff,8860145b5bfffff,16,2
88618924bdfffff,8860145b5bfffff,20,1
88618924bdfffff,8860145b5dfffff,14,1
88618924bdfffff,8860145b5dfffff,18,1
88618924bdfffff,8860145b65fffff,4,1
88618924bdfffff,8860145b65fffff,16,1
88618924bdfffff,8860145b65fffff,20,1
88618924bdfffff,8860145b6bfffff,1,1
88618924bdfffff,8860145b6bfffff,2,1
88618924bdfffff,8860145b6bfffff,15,2
88618924bdfffff,8860169647fffff,12,1
88618924bdfffff,886016965dfffff,16,1
88618924bdfffff,8861892401fffff,2,1
88618924bdfffff,8861892401fffff,3,1
88618924bdfffff,8861892401fffff,4,1
88618924bdfffff,8861892401fffff,10,1
88618924bdfffff,8861892401fffff,15,1
88618924bdfffff,8861892407fffff,13,1
88618924bdfffff,8861892413fffff,16,1
88618924bdfffff,8861892413fffff,17,1
88618924bdfffff,8861892413fffff,23,1
88618924bdfffff,8861892429fffff,2,1
88618924bdfffff,8861892437fffff,8,1
88618924bdfffff,886189243dfffff,5,1
88618924bdfffff,886189243dfffff,14,1
88618924bdfffff,8861892485fffff,0,1
88618924bdfffff,886189248bfffff,19,1
88618924bdfffff,88618924a3fffff,14,1
88618924bdfffff,88618924adfffff,9,1
88618924bdfffff,88618924b5fffff,22,1
88618924bdfffff,88618924c7fffff,2,1
88618924bdfffff,88618924c7fffff,14,1
88618924bdfffff,88618924e3fffff,15,1
88618924bdfffff,88618924e3fffff,19,1
88618924bdfffff,88618924edfffff,5,1
88618924bdfffff,88618924edfffff,14,1
88618924bdfffff,8861892515fffff,0,1
88618924bdfffff,8861892529fffff,1,1
88618924bdfffff,8861892529fffff,21,1
88618924bdfffff,8861892535fffff,5,1
88618924bdfffff,8861892537fffff,2,1
88618924bdfffff,886189253dfffff,3,1
88618924bdfffff,886189256bfffff,7,1
88618924bdfffff,886189256bfffff,19,1
88618924bdfffff,8861892587fffff,6,2
88618924bdfffff,8861892587fffff,12,1
88618924bdfffff,8861892587fffff,22,1
88618924bdfffff,8861892595fffff,3,1
88618924bdfffff,8861892595fffff,17,1
88618924bdfffff,88618925abfffff,11,1
88618924bdfffff,88618925abfffff,14,1
88618924bdfffff,88618925abfffff,18,1
88618924bdfffff,88618925b3fffff,2,1
88618924bdfffff,88618925cbfffff,10,1
88618924bdfffff,88618925cbfffff,12,1
88618924bdfffff,88618925d1fffff,17,1
88618924bdfffff,88618925d5fffff,15,1
88618924bdfffff,88618925d7fffff,1,1
88618924bdfffff,88618925d7fffff,2,1
88618924bdfffff,88618925d7fffff,5,1
88618924bdfffff,88618925d7fffff,12,1
88618924bdfffff,88618925d7fffff,13,1
88618924bdfffff,88618925dbfffff,11,1
88618924bdfffff,88618925e9fffff,6,1
88618924bdfffff,88618925ebfffff,6,1
88618924bdfffff,88618925ebfffff,9,1
88618924bdfffff,88618925ebfffff,19,1
88618924bdfffff,8861892c03fffff,0,1
88618924bdfffff,8861892c13fffff,5,1
88618924bdfffff,8861892c13fffff,18,1
88618924bdfffff,8861892c19fffff,10,1
88618924bdfffff,8861892c19fffff,11,1
88618924bdfffff,8861892c5bfffff,17,1
88618924bdfffff,8861892c5bfffff,18,1
88618924bdfffff,8861892c5bfffff,19,1
88618924bdfffff,8861892c83fffff,5,1
88618924bdfffff,8861892c83fffff,13,1
88618924bdfffff,8861892c8bfffff,9,1
88618924bdfffff,8861892c91fffff,6,1
88618924bdfffff,8861892c91fffff,20,1
88618924bdfffff,8861892ca5fffff,0,1
88618924bdfffff,8861892ca5fffff,2,1
88618924bdfffff,8861892ca5fffff,17,1
88618924bdfffff,8861892ca5fffff,21,1
88618924bdfffff,8861892cabfffff,18,1
88618924bdfffff,8861892cc7fffff,23,1
88618924bdfffff,8861892cd1fffff,1,1
88618924bdfffff,8861892cd5fffff,7,1
88618924bdfffff,8861892cd7fffff,18,1
88618924bdfffff,8861892cd9fffff,7,2
88618924bdfffff,8861892cddfffff,7,1
88618924bdfffff,8861892ce1fffff,3,1
88618924bdfffff,8861892ce1fffff,7,1
88618924bdfffff,8861892ce1fffff,13,1
88618924bdfffff,8861892ce1fffff,20,1
88618924bdfffff,8861892e31fffff,2,1
88618924bdfffff,8861892e31fffff,5,1
88618924bdfffff,8861892e31fffff,6,1
88618924bdfffff,8861892e31fffff,16,1
88618924bdfffff,8861892e53fffff,21,1
88618924bdfffff,8861892e91fffff,6,1
88618924bdfffff,8861892e91fffff,7,1
88618924bdfffff,8861892e91fffff,12,1
88618924bdfffff,8861892e97fffff,8,1
88618924bdfffff,8861892e97fffff,18,1
88618924bdfffff,8861892e99fffff,6,1
88618924bdfffff,8861892e99fffff,7,1
88618924bdfffff,8861892e99fffff,22,1
88618924bdfffff,8861892ea7fffff,4,1
88618924bdfffff,8861892ea7fffff,17,1
88618924bdfffff,8861892eb1fffff,19,1
88618924bdfffff,8861892eb3fffff,13,1
88618924bdfffff,8861892eb5fffff,15,1
88618924bdfffff,8861892eb7fffff,1,1
88618924bdfffff,8861892eb7fffff,5,1
88618924bdfffff,8861892eb7fffff,21,1
88618924bdfffff,8861892ebdfffff,9,1
88618924bdfffff,8861892ebdfffff,10,1
88618924bdfffff,8861892ebdfffff,21,1
88618924bdfffff,8861892ec5fffff,2,1
88618924bdfffff,8861892ec5fffff,23,1
88618924bdfffff,8861892ecdfffff,0,1
88618924bdfffff,8861892ed1fffff,16,1
88618924bdfffff,8861892ee1fffff,2,1
88618924bdfffff,8861892ee1fffff,8,1
88618924bdfffff,8861892ee1fffff,14,1
88618924bdfffff,8861892ee1fffff,19,1
88618924c7fffff,8860145125fffff,4,1
88618924c7fffff,8860145125fffff,14,1
88618924c7fffff,8860145809fffff,15,1
88618924c7fffff,8860145809fffff,16,1
88618924c7fffff,8860145811fffff,7,1
88618924c7fffff,886014581dfffff,22,1
88618924c7fffff,8860145827fffff,0,1
88618924c7fffff,8860145827fffff,21,1
88618924c7fffff,8860145829fffff,4,1
88618924c7fffff,8860145829fffff,10,1
88618924c7fffff,8860145829fffff,17,1
88618924c7fffff,886014582bfffff,18,1
88618924c7fffff,886014582bfffff,23,1
88618924c7fffff,8860145839fffff,5,1
88618924c7fffff,8860145839fffff,21,1
88618924c7fffff,8860145843fffff,11,1
88618924c7fffff,8860145843fffff,13,1
88618924c7fffff,8860145845fffff,4,1
88618924c7fffff,8860145847fffff,20,1
88618924c7fffff,8860145849fffff,20,1
88618924c7fffff,886014584bfffff,5,2
88618924c7fffff,886014584bfffff,14,1
88618924c7fffff,886014584dfffff,5,1
88618924c7fffff,886014585dfffff,1,1
88618924c7fffff,8860145861fffff,23,1
88618924c7fffff,8860145863fffff,0,1
88618924c7fffff,8860145865fffff,8,1
88618924c7fffff,8860145867fffff,15,1
88618924c7fffff,8860145869fffff,6,1
88618924c7fffff,886014586bfffff,8,2
88618924c7fffff,886014586bfffff,21,1
88618924c7fffff,88601458edfffff,1,1
88618924c7fffff,88601458edfffff,7,1
88618924c7fffff,88601458edfffff,14,1
88618924c7fffff,88601458edfffff,19,1
88618924c7fffff,8860145903fffff,11,1
88618924c7fffff,8860145903fffff,15,1
88618924c7fffff,8860145903fffff,18,1
88618924c7fffff,8860145903fffff,21,1
88618924c7fffff,8860145923fffff,3,1
88618924c7fffff,8860145923fffff,17,1
88618924c7fffff,8860145923fffff,21,1
88618924c7fffff,8860145925fffff,14,1
88618924c7fffff,8860145925fffff,20,1
88618924c7fffff,886014593bfffff,0,1
88618924c7fffff,886014593bfffff,4,1
88618924c7fffff,8860145943fffff,6,1
88618924c7fffff,8860145943fffff,17,1
88618924c7fffff,886014594bfffff,15,1
88618924c7fffff,8860145953fffff,8,1
88618924c7fffff,8860145957fffff,5,1
88618924c7fffff,8860145957fffff,20,1
88618924c7fffff,8860145959fffff,2,1
88618924c7fffff,8860145959fffff,8,1
88618924c7fffff,8860145959fffff,11,1
88618924c7fffff,8860145959fffff,18,1
88618924c7fffff,8860145959fffff,19,1
88618924c7fffff,886014595bfffff,9,1
88618924c7fffff,886014595bfffff,13,1
88618924c7fffff,886014595bfffff,16,1
88618924c7fffff,8860145963fffff,9,1
88618924c7fffff,886014596dfffff,1,1
88618924c7fffff,886014596dfffff,7,1
88618924c7fffff,886014596dfffff,10,1
88618924c7fffff,88601459c9fffff,2,1
88618924c7fffff,88601459c9fffff,12,1
88618924c7fffff,88601459c9fffff,14,1
88618924c7fffff,88601459c9fffff,18,1
88618924c7fffff,88601459d5fffff,16,1
88618924c7fffff,88601459d5fffff,21,1
88618924c7fffff,88601459e3fffff,6,1
88618924c7fffff,88601459e3fffff,12,1
88618924c7fffff,88601459e3fffff,23,1
88618924c7fffff,88601459e9fffff,0,1
88618924c7fffff,88601459e9fffff,2,1
88618924c7fffff,8860145a03fffff,7,1
88618924c7fffff,8860145a03fffff,20,1
88618924c7fffff,8860145a03fffff,21,1
88618924c7fffff,8860145a09fffff,8,1
88618924c7fffff,8860145a09fffff,14,1
88618924c7fffff,8860145a09fffff,16,1
88618924c7fffff,8860145a09fffff,19,1
88618924c7fffff,8860145a0dfffff,2,1
88618924c7fffff,8860145a0dfffff,4,1
88618924c7fffff,8860145a0dfffff,5,1
88618924c7fffff,8860145a0dfffff,7,1
88618924c7fffff,8860145a0dfffff,14,1
88618924c7fffff,8860145a0dfffff,16,1
88618924c7fffff,8860145a17fffff,22,1
88618924c7fffff,8860145a21fffff,9,1
88618924c7fffff,8860145a21fffff,10,1
88618924c7fffff,8860145a21fffff,19,1
88618924c7fffff,8860145a23fffff,0,1
88618924c7fffff,8860145a23fffff,11,1
88618924c7fffff,8860145a23fffff,12,1
88618924c7fffff,8860145a23fffff,18,1
88618924c7fffff,8860145a25fffff,12,1
88618924c7fffff,8860145a27fffff,8,1
88618924c7fffff,8860145a27fffff,16,1
88618924c7fffff,8860145a27fffff,23,1
88618924c7fffff,8860145a29fffff,2,1
88618924c7fffff,8860145a29fffff,4,1
88618924c7fffff,8860145a29fffff,13,1
88618924c7fffff,8860145a2bfffff,4,2
88618924c7fffff,8860145a2bfffff,15,1
88618924c7fffff,8860145a2bfffff,21,1
88618924c7fffff,8860145a2dfffff,7,1
88618924c7fffff,8860145a31fffff,2,1
88618924c7fffff,8860145a31fffff,12,2
88618924c7fffff,8860145a31fffff,13,1
88618924c7fffff,8860145a31fffff,20,1
88618924c7fffff,8860145a33fffff,13,2
88618924c7fffff,8860145a3dfffff,2,1
88618924c7fffff,8860145a3dfffff,3,1
88618924c7fffff,8860145a3dfffff,10,1
88618924c7fffff,8860145a41fffff,2,1
88618924c7fffff,8860145a41fffff,23,1
88618924c7fffff,8860145a45fffff,0,1
88618924c7fffff,8860145a45fffff,13,1
88618924c7fffff,8860145a45fffff,16,1
88618924c7fffff,8860145a49fffff,3,1
88618924c7fffff,8860145a49fffff,9,1
88618924c7fffff,8860145a55fffff,10,1
88618924c7fffff,8860145a5dfffff,7,1
88618924c7fffff,8860145a5dfffff,9,1
88618924c7fffff,8860145a63fffff,3,1
88618924c7fffff,8860145a63fffff,21,1
88618924c7fffff,8860145a67fffff,8,1
88618924c7fffff,8860145a67fffff,9,1
88618924c7fffff,8860145a67fffff,11,1
88618924c7fffff,8860145a6bfffff,12,1
88618924c7fffff,8860145a6bfffff,15,1
88618924c7fffff,8860145a6dfffff,7,2
88618924c7fffff,8860145a6dfffff,14,2
88618924c7fffff,8860145a6dfffff,15,1
88618924c7fffff,8860145a6dfffff,16,1
88618924c7fffff,8860145a6dfffff,18,1
88618924c7fffff,8860145a8dfffff,4,1
88618924c7fffff,8860145aa3fffff,1,1
88618924c7fffff,8860145acbfffff,4,1
88618924c7fffff,8860145acbfffff,9,1
88618924c7fffff,8860145acbfffff,18,1
88618924c7fffff,8860145acbfffff,23,1
88618924c7fffff,8860145aedfffff,1,1
88618924c7fffff,8860145aedfffff,15,1
88618924c7fffff,8860145b01fffff,14,1
88618924c7fffff,8860145b03fffff,6,1
88618924c7fffff,8860145b03fffff,10,1
88618924c7fffff,8860145b05fffff,2,1
88618924c7fffff,8860145b0bfffff,1,1
88618924c7fffff,8860145b11fffff,7,1
88618924c7fffff,8860145b11fffff,10,1
88618924c7fffff,8860145b17fffff,3,1
88618924c7fffff,8860145b1dfffff,7,1
88618924c7fffff,8860145b1dfffff,9,1
88618924c7fffff,8860145b1dfffff,12,1
88618924c7fffff,8860145b1dfffff,15,1
88618924c7fffff,8860145b1dfffff,21,1
88618924c7fffff,8860145b1dfffff,23,1
88618924c7fffff,8860145b21fffff,3,1
88618924c7fffff,8860145b21fffff,6,1
88618924c7fffff,8860145b21fffff,9,1
88618924c7fffff,8860145b21fffff,15,1
88618924c7fffff,8860145b21fffff,20,1
88618924c7fffff,8860145b39fffff,2,1
88618924c7fffff,8860145b39fffff,7,1
88618924c7fffff,8860145b39fffff,9,1
88618924c7fffff,8860145b39fffff,15,2
88618924c7fffff,8860145b3dfffff,10,1
88618924c7fffff,8860145b3dfffff,15,1
88618924c7fffff,8860145b51fffff,8,1
88618924c7fffff,8860145b51fffff,20,1
88618924c7fffff,8860145b53fffff,3,1
88618924c7fffff,8860145b59fffff,4,1
88618924c7fffff,8860145b5bfffff,0,1
88618924c7fffff,8860145b5bfffff,13,1
88618924c7fffff,8860145b5bfffff,20,1
88618924c7fffff,8860145b5dfffff,6,1
88618924c7fffff,8860145b5dfffff,10,1
88618924c7fffff,8860145b5dfffff,18,1
88618924c7fffff,8860145b5dfffff,20,1
88618924c7fffff,8860145b65fffff,2,1
88618924c7fffff,8860145b65fffff,8,1
88618924c7fffff,8860145b65fffff,9,1
88618924c7fffff,8860145b6bfffff,0,1
88618924c7fffff,8860145b6bfffff,1,1
88618924c7fffff,8860145b6bfffff,7,1
88618924c7fffff,8860145b6bfffff,19,1
88618924c7fffff,886016965dfffff,0,1
88618924c7fffff,886016965dfffff,12,1
88618924c7fffff,8861892401fffff,8,1
88618924c7fffff,8861892401fffff,17,1
88618924c7fffff,8861892401fffff,18,1
88618924c7fffff,8861892407fffff,13,1
88618924c7fffff,8861892413fffff,2,1
88618924c7fffff,8861892413fffff,6,1
88618924c7fffff,8861892413fffff,16,1
88618924c7fffff,8861892425fffff,3,1
88618924c7fffff,8861892425fffff,15,1
88618924c7fffff,886189243bfffff,9,1
88618924c7fffff,886189243bfffff,15,1
88618924c7fffff,886189243dfffff,3,1
88618924c7fffff,886189248bfffff,1,2
88618924c7fffff,886189248bfffff,13,1
88618924c7fffff,88618924a3fffff,8,2
88618924c7fffff,88618924a3fffff,16,1
88618924c7fffff,88618924a5fffff,3,1
88618924c7fffff,88618924a5fffff,13,1
88618924c7fffff,88618924abfffff,11,1
88618924c7fffff,88618924adfffff,21,1
88618924c7fffff,88618924b5fffff,10,1
88618924c7fffff,88618924bbfffff,10,1
88618924c7fffff,88618924bbfffff,20,1
88618924c7fffff,88618924bdfffff,5,1
88618924c7fffff,88618924bdfffff,14,1
88618924c7fffff,88618924bdfffff,15,1
88618924c7fffff,88618924c7fffff,4,1
88618924c7fffff,88618924c7fffff,16,1
88618924c7fffff,88618924e3fffff,21,1
88618924c7fffff,88618924edfffff,12,2
88618924c7fffff,8861892513fffff,17,1
88618924c7fffff,8861892515fffff,18,1
88618924c7fffff,8861892515fffff,19,1
88618924c7fffff,8861892515fffff,23,1
88618924c7fffff,8861892529fffff,8,1
88618924c7fffff,8861892529fffff,16,1
88618924c7fffff,8861892529fffff,17,2
88618924c7fffff,8861892529fffff,22,1
88618924c7fffff,8861892535fffff,0,1
88618924c7fffff,8861892537fffff,20,1
88618924c7fffff,886189253dfffff,16,1
88618924c7fffff,886189255bfffff,14,1
88618924c7fffff,886189255bfffff,17,1
88618924c7fffff,886189256bfffff,3,1
88618924c7fffff,8861892581fffff,19,1
88618924c7fffff,8861892581fffff,23,1
88618924c7fffff,8861892587fffff,1,1
88618924c7fffff,8861892587fffff,23,1
88618924c7fffff,8861892589fffff,4,1
88618924c7fffff,8861892589fffff,14,1
88618924c7fffff,8861892589fffff,16,1
88618924c7fffff,8861892589fffff,19,1
88618924c7fffff,886189258bfffff,7,1
88618924c7fffff,886189258bfffff,8,1
88618924c7fffff,8861892593fffff,12,1
88618924c7fffff,8861892593fffff,22,2
88618924c7fffff,8861892595fffff,10,1
88618924c7fffff,8861892595fffff,11,1
88618924c7fffff,88618925abfffff,0,1
88618924c7fffff,88618925abfffff,3,1
88618924c7fffff,88618925abfffff,16,1
88618924c7fffff,88618925b3fffff,21,1
88618924c7fffff,88618925b5fffff,2,1
88618924c7fffff,88618925cdfffff,15,1
88618924c7fffff,88618925d1fffff,7,1
88618924c7fffff,88618925d5fffff,3,1
88618924c7fffff,88618925d5fffff,5,1
88618924c7fffff,88618925d7fffff,8,1
88618924c7fffff,88618925d7fffff,19,2
88618924c7fffff,88618925d7fffff,21,1
88618924c7fffff,88618925dbfffff,22,1
88618924c7fffff,88618925e3fffff,7,1
88618924c7fffff,88618925e3fffff,11,1
88618924c7fffff,88618925e9fffff,14,1
88618924c7fffff,8861892c19fffff,4,1
88618924c7fffff,8861892c19fffff,6,1
88618924c7fffff,8861892c19fffff,18,1
88618924c7fffff,8861892c19fffff,22,1
88618924c7fffff,8861892c5bfffff,0,1
88618924c7fffff,8861892c5bfffff,1,1
88618924c7fffff,8861892c5bfffff,11,1
88618924c7fffff,8861892c5bfffff,18,1
88618924c7fffff,8861892c83fffff,16,2
88618924c7fffff,8861892c83fffff,21,1
88618924c7fffff,8861892c8bfffff,2,1
88618924c7fffff,8861892c8bfffff,23,1
88618924c7fffff,8861892c91fffff,7,1
88618924c7fffff,8861892c91fffff,8,1
88618924c7fffff,8861892c93fffff,1,2
88618924c7fffff,8861892c93fffff,12,1
88618924c7fffff,8861892c93fffff,20,1
88618924c7fffff,8861892ca5fffff,10,1
88618924c7fffff,8861892ca5fffff,12,1
88618924c7fffff,8861892ca5fffff,14,1
88618924c7fffff,8861892ca5fffff,19,1
88618924c7fffff,8861892cc7fffff,3,1
88618924c7fffff,8861892cc9fffff,7,1
88618924c7fffff,8861892cc9fffff,15,1
88618924c7fffff,8861892cc9fffff,21,1
88618924c7fffff,8861892cd1fffff,12,1
88618924c7fffff,8861892cd1fffff,17,1
88618924c7fffff,8861892cd3fffff,1,1
88618924c7fffff,8861892cd3fffff,10,2
88618924c7fffff,8861892cd5fffff,15,1
88618924c7fffff,8861892cd7fffff,7,1
88618924c7fffff,8861892cd7fffff,21,1
88618924c7fffff,8861892cd9fffff,4,1
88618924c7fffff,8861892cdbfffff,5,1
88618924c7fffff,8861892cdbfffff,7,1
88618924c7fffff,8861892cdbfffff,21,1
88618924c7fffff,8861892cddfffff,3,1
88618924c7fffff,8861892cddfffff,21,1
88618924c7fffff,8861892cddfffff,22,1
88618924c7fffff,8861892cddfffff,23,1
88618924c7fffff,8861892ce1fffff,11,1
88618924c7fffff,8861892ce1fffff,15,1
88618924c7fffff,8861892e07fffff,6,1
88618924c7fffff,8861892e07fffff,17,1
88618924c7fffff,8861892e19fffff,9,1
88618924c7fffff,8861892e1dfffff,23,1
88618924c7fffff,8861892e31fffff,5,1
88618924c7fffff,8861892e31fffff,10,1
88618924c7fffff,8861892e31fffff,11,1
88618924c7fffff,8861892e31fffff,12,1
88618924c7fffff,8861892e53fffff,4,1
88618924c7fffff,8861892e81fffff,2,1
88618924c7fffff,8861892e81fffff,23,1
88618924c7fffff,8861892e87fffff,3,1
88618924c7fffff,8861892e87fffff,11,2
88618924c7fffff,8861892e91fffff,2,1
88618924c7fffff,8861892e91fffff,4,1
88618924c7fffff,8861892e91fffff,6,1
88618924c7fffff,8861892e91fffff,14,1
88618924c7fffff,8861892e91fffff,15,1
88618924c7fffff,8861892e91fffff,22,1
88618924c7fffff,8861892e97fffff,14,1
88618924c7fffff,8861892e99fffff,3,1
88618924c7fffff,8861892e99fffff,10,1
88618924c7fffff,8861892e99fffff,11,1
88618924c7fffff,8861892ea1fffff,11,1
88618924c7fffff,8861892ea1fffff,13,1
88618924c7fffff,8861892ea1fffff,22,1
88618924c7fffff,8861892ea7fffff,1,1
88618924c7fffff,8861892ea7fffff,22,1
88618924c7fffff,8861892eabfffff,3,1
88618924c7fffff,8861892eb1fffff,2,1
88618924c7fffff,8861892eb1fffff,22,1
88618924c7fffff,8861892eb3fffff,8,1
88618924c7fffff,8861892eb7fffff,3,1
88618924c7fffff,8861892eb7fffff,5,1
88618924c7fffff,8861892eb7fffff,6,1
88618924c7fffff,8861892eb7fffff,9,1
88618924c7fffff,8861892eb7fffff,22,1
88618924c7fffff,8861892ebdfffff,4,1
88618924c7fffff,8861892ebdfffff,7,1
88618924c7fffff,8861892ebdfffff,11,1
88618924c7fffff,8861892ec3fffff,10,1
88618924c7fffff,8861892ec5fffff,4,1
88618924c7fffff,8861892ec5fffff,20,1
88618924c7fffff,8861892ee1fffff,21,1
88618924e3fffff,8860145125fffff,2,1
88618924e3fffff,8860145125fffff,8,1
88618924e3fffff,8860145161fffff,9,1
88618924e3fffff,886014581dfffff,4,1
88618924e3fffff,886014581dfffff,16,1
88618924e3fffff,8860145827fffff,11,1
88618924e3fffff,8860145829fffff,1,1
88618924e3fffff,8860145829fffff,10,1
88618924e3fffff,8860145839fffff,21,1
88618924e3fffff,8860145847fffff,7,1
88618924e3fffff,8860145849fffff,19,1
88618924e3fffff,886014584bfffff,17,1
88618924e3fffff,886014584dfffff,23,1
88618924e3fffff,8860145861fffff,8,1
88618924e3fffff,8860145863fffff,6,1
88618924e3fffff,8860145865fffff,13,1
88618924e3fffff,8860145867fffff,2,1
88618924e3fffff,8860145867fffff,10,1
88618924e3fffff,8860145867fffff,20,1
88618924e3fffff,8860145869fffff,18,1
88618924e3fffff,8860145869fffff,22,1
88618924e3fffff,886014586bfffff,4,1
88618924e3fffff,886014586bfffff,5,1
88618924e3fffff,88601458edfffff,20,1
88618924e3fffff,88601458edfffff,21,1
88618924e3fffff,8860145903fffff,1,1
88618924e3fffff,8860145909fffff,11,1
88618924e3fffff,8860145909fffff,15,1
88618924e3fffff,8860145909fffff,18,1
88618924e3fffff,8860145923fffff,3,1
88618924e3fffff,8860145923fffff,23,1
88618924e3fffff,8860145925fffff,10,1
88618924e3fffff,8860145925fffff,16,1
88618924e3fffff,8860145941fffff,4,1
88618924e3fffff,8860145943fffff,5,1
88618924e3fffff,8860145943fffff,6,1
88618924e3fffff,8860145943fffff,13,1
88618924e3fffff,886014594bfffff,10,1
88618924e3fffff,8860145953fffff,14,1
88618924e3fffff,8860145957fffff,18,1
88618924e3fffff,886014595bfffff,12,1
88618924e3fffff,8860145963fffff,19,1
88618924e3fffff,886014596dfffff,1,1
88618924e3fffff,886014596dfffff,5,1
88618924e3fffff,886014596dfffff,11,1
88618924e3fffff,886014596dfffff,22,1
88618924e3fffff,88601459d5fffff,23,1
88618924e3fffff,88601459e3fffff,11,1
88618924e3fffff,88601459e3fffff,18,1
88618924e3fffff,88601459e9fffff,2,1
88618924e3fffff,88601459e9fffff,16,2
88618924e3fffff,8860145a05fffff,6,1
88618924e3fffff,8860145a05fffff,19,1
88618924e3fffff,8860145a0dfffff,5,1
88618924e3fffff,8860145a0dfffff,8,1
88618924e3fffff,8860145a0dfffff,21,1
88618924e3fffff,8860145a0dfffff,22,1
88618924e3fffff,8860145a17fffff,1,1
88618924e3fffff,8860145a23fffff,4,1
88618924e3fffff,8860145a23fffff,9,1
88618924e3fffff,8860145a25fffff,15,1
88618924e3fffff,8860145a27fffff,0,1
88618924e3fffff,8860145a29fffff,0,1
88618924e3fffff,8860145a29fffff,3,1
88618924e3fffff,8860145a29fffff,8,1
88618924e3fffff,8860145a29fffff,15,1
88618924e3fffff,8860145a2bfffff,12,1
88618924e3fffff,8860145a2dfffff,3,1
88618924e3fffff,8860145a31fffff,9,1
88618924e3fffff,8860145a31fffff,11,1
88618924e3fffff,8860145a31fffff,16,1
88618924e3fffff,8860145a41fffff,6,1
88618924e3fffff,8860145a45fffff,16,1
88618924e3fffff,8860145a49fffff,8,1
