pseudocode,state,district,rural_urban,lgd_urban_local_body_name,lgd_ward_name,lgd_vill_name,lgd_vill_panchayat_name,school_category,school_type,lowclass,highclass,managment,pincode,special_school_for_cwsn,shift_school,resi_school,resi_type,minority_school,medium_instr1,medium_of_instr2,medium_of_instr3,medium_of_instr4,aff_board_sec,aff_board_hsec,approachable_road,pre_primary,anganwadi_yn,avg_instr_days,cce_yn,same_sch_b,same_sch_g,other_sch_b,other_sch_g,anganwadi_ecce_b,anganwadi_ecce_g
6022824,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.73 (Kottegepalya)",,,11,3,11,12,5,560091,2,2,2,3,2,19,5,0,0,0,2,1,9,9,250,1,0,0,0,0,0,0
5275120,"KARNATAKA","BENGALURU U NORTH",2,"","",,,11,3,11,12,5,560073,2,2,3,0,2,19,0,0,0,0,2,1,9,9,240,1,0,0,0,0,0,0
3021640,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.78 (Pulakeshi Nagar)",,,11,3,11,12,5,560005,2,2,3,0,1,19,5,0,0,0,2,1,9,9,187,2,0,0,0,0,0,0
4292503,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.73 (Kottegepalya)",,,6,3,1,10,5,560091,2,2,3,0,2,19,0,0,0,1,0,1,1,9,215,1,1,3,0,0,0,0
5618144,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.12 (Shettihalli)",,,1,3,1,5,4,560015,2,2,3,0,1,17,5,19,0,0,0,1,2,2,244,1,0,0,0,0,0,0
2109258,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.43 (Nandini Layout)",,,2,3,1,8,5,560096,2,2,3,0,2,19,5,4,0,0,0,1,1,9,220,1,2,1,1,0,0,0
9350056,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.44 (Marappana Palya)",,,2,3,1,8,3,560022,2,2,3,0,2,5,0,0,0,0,0,1,2,2,250,1,0,0,1,0,7,6
4114193,"KARNATAKA","BENGALURU U NORTH",1,,,"Ravuthanahalli","KITTANAHALLI",2,3,1,8,1,562130,2,2,3,0,2,5,0,0,0,0,0,1,2,2,229,1,0,0,0,0,6,6
8688957,"KARNATAKA","BENGALURU U NORTH",1,,,"Chikkajala","CHIKKAJALA",2,3,1,8,1,562157,2,2,3,0,2,5,19,4,0,0,0,1,2,2,248,1,0,0,0,0,0,0
7652157,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.42 (Lakshmi Devi Nagar)",,,2,3,1,7,1,560096,2,2,3,0,2,5,19,4,0,0,0,1,2,2,236,1,0,0,0,0,15,19
1414177,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.18 (Radhakrishna Temple Ward)",,,2,3,1,8,1,560094,2,2,3,0,2,5,19,0,0,0,0,1,2,1,214,1,0,0,0,0,24,25
3713366,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.9 (Vidyaranyapura)",,,2,3,1,8,5,560097,2,2,3,0,2,5,19,4,0,0,0,1,1,9,242,1,9,7,0,0,0,0
9244381,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.72 (Herohalli)",,,2,3,1,8,5,560091,2,2,3,0,2,19,0,0,0,0,0,1,1,9,232,1,4,6,0,0,0,0
7594051,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.74 (Shakthi Ganapathi Nagar)",,,2,3,1,8,5,560079,2,2,3,0,2,19,5,4,0,0,0,1,1,9,1,1,12,12,1,3,0,0
3517496,"KARNATAKA","BENGALURU U NORTH",1,,,,,6,3,1,10,5,560092,2,2,3,0,2,19,0,0,0,2,0,1,2,9,238,1,0,0,0,0,0,0
5726185,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.43 (Nandini Layout)",,,6,3,1,10,5,560096,2,2,3,0,2,19,0,0,0,2,0,1,1,9,250,1,8,8,0,0,2,1
4205845,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.67 (Nagapura)",,,6,3,1,10,5,560086,2,2,3,0,2,19,0,0,0,2,0,1,1,9,250,1,10,5,8,6,0,0
6383028,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No. 34 (Gangenahalli)",,,6,3,1,10,5,560032,2,2,3,0,2,19,5,4,0,2,0,1,1,9,246,1,15,18,6,6,0,0
6425088,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.77 (Dattatreya Temple Ward)",,,6,3,1,10,5,560003,2,2,3,0,2,19,0,0,0,2,0,1,1,9,240,1,10,6,2,1,1,0
8351889,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.15 (T Dasarahalli)",,,6,3,1,10,5,560090,2,2,3,0,2,19,5,4,0,2,0,1,1,9,248,1,54,42,26,45,0,0
2219471,"KARNATAKA","BENGALURU U NORTH",2,"Madanayakanahalli-Municipality","Madanayakanahalli-14",,,6,3,1,10,5,560073,2,2,3,0,2,19,0,0,0,2,0,1,1,9,250,1,8,7,0,1,0,0
9910587,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.110 (Sampangiram Nagar)",,,11,2,11,12,3,560001,2,2,3,0,2,5,19,0,0,0,2,1,9,9,224,1,0,0,0,0,0,0
2972424,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.13 (Mallasandra)",,,11,3,11,12,5,560057,2,2,3,0,2,19,5,4,0,0,2,1,9,9,240,1,0,0,0,0,0,0
5698026,"KARNATAKA","BENGALURU U NORTH",2,"Madanayakanahalli-Municipality","Madanayakanahalli-14",,,1,3,1,5,1,562162,2,2,3,0,2,5,0,0,0,0,0,1,2,2,250,1,0,0,0,0,11,10
7752431,"KARNATAKA","BENGALURU U NORTH",1,,,"Arakere","AREKERE",1,3,1,5,1,561203,2,2,3,0,2,5,0,0,0,0,0,1,2,2,250,1,0,0,0,0,0,0
2960614,"KARNATAKA","BENGALURU U NORTH",1,,,"Arakere","AREKERE",1,3,1,5,1,561203,2,2,3,0,2,5,19,0,0,0,0,1,2,2,250,1,0,0,0,0,3,2
5775839,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.80 (Hoysala Nagar)",,,2,3,1,7,4,560038,2,2,3,0,1,5,19,4,0,0,0,1,2,2,250,1,0,0,0,0,23,14
4707714,"KARNATAKA","BENGALURU U NORTH",1,,,,,2,3,1,7,1,562162,2,2,3,0,2,5,0,0,0,0,0,1,2,2,249,1,0,0,0,0,4,2
9021525,"KARNATAKA","BENGALURU U NORTH",1,,,"Shivanapura","DASANAPURA",2,3,1,7,1,562123,2,2,3,0,2,5,0,0,0,0,0,1,2,2,232,1,0,0,0,0,0,0
1645329,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.47 (Devara Jeevanahalli)",,,2,3,1,8,5,560045,2,2,3,0,2,19,0,0,0,0,0,1,1,9,224,1,8,6,0,0,0,0
7166203,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.68 (Mahalakshmipuram)",,,2,3,1,8,5,560096,2,2,3,0,2,5,19,0,0,0,0,1,1,9,241,1,28,16,3,3,0,0
3350686,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No. 37 (Yeshwanthpura)",,,6,3,1,10,5,560054,2,2,3,0,2,19,0,0,0,2,0,1,1,9,232,1,23,24,5,1,0,0
1872371,"KARNATAKA","BENGALURU U NORTH",1,,,"Tarahunase","BETTAHALASOORU",6,3,1,10,5,562157,2,2,3,0,2,5,19,4,0,2,0,1,1,9,20,1,0,0,0,0,0,0
3398321,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.60 (Sagayara Puram)",,,6,3,1,10,5,560084,2,2,3,0,2,19,5,4,0,2,0,1,1,9,244,1,8,6,2,0,0,0
8226578,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.12 (Shettihalli)",,,6,3,1,10,5,560097,2,2,3,0,2,19,0,0,0,2,0,1,1,9,220,1,6,4,4,2,0,0
8809634,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.74 (Shakthi Ganapathi Nagar)",,,8,3,8,10,4,560079,2,2,3,0,2,5,0,0,0,2,0,1,9,9,214,1,0,0,0,0,0,0
7884048,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.63 (Jaya Mahal)",,,8,2,8,10,4,560046,2,2,3,0,1,19,5,4,0,2,0,1,9,9,243,1,0,0,0,0,0,0
4009275,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.68 (Mahalakshmipuram)",,,8,3,8,10,4,560086,2,2,3,0,2,5,0,0,0,2,0,1,9,9,232,1,0,0,0,0,0,0
7661844,"KARNATAKA","BENGALURU U NORTH",1,,,,,6,3,1,10,5,560090,2,2,3,0,2,19,5,4,0,1,0,1,1,9,225,2,18,15,0,0,0,0
5477336,"KARNATAKA","BENGALURU U NORTH",1,,,"Seethakempanahalli","SHIVAKOTTE",3,3,1,12,5,560089,2,2,3,0,1,19,0,0,0,2,2,1,1,9,248,1,5,10,2,1,0,1
8824140,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.4 (Yelahanka Satellite Town)",,,3,3,1,12,5,560064,2,2,3,0,2,19,0,0,0,1,1,1,1,9,236,1,5,17,18,9,0,0
6690990,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.71(Hegganahalli)",,,11,2,11,12,5,560058,2,2,3,0,2,19,0,0,0,0,2,1,9,9,200,2,0,0,0,0,0,0
8149709,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.43 (Nandini Layout)",,,2,3,1,7,4,560096,2,2,3,0,2,5,0,0,0,0,0,1,1,2,240,1,1,0,1,1,12,8
7592884,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.7 (Byatarayanapura)",,,6,3,1,10,5,560045,2,2,3,0,2,19,0,0,0,2,0,1,1,9,250,1,9,19,0,3,0,0
9913659,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.94 (Gandhi Nagar)",,,6,3,1,10,5,560020,2,2,3,0,2,19,0,0,0,2,0,1,1,9,248,1,18,4,7,3,0,0
7684630,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.43 (Nandini Layout)",,,6,3,1,10,5,560096,2,2,3,0,2,19,0,0,0,2,0,1,1,9,248,1,11,5,1,2,0,0
3851430,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No. 30 (Kadugondanahalli)",,,8,3,8,10,5,560045,2,2,3,0,2,19,5,4,0,2,0,1,9,9,245,1,0,0,0,0,0,0
2560233,"KARNATAKA","BENGALURU U NORTH",1,,,"Bandi Kodige Halli","BANDIKODAGEHALLI",11,3,11,12,5,562149,2,2,3,0,2,19,0,0,0,0,2,1,9,9,2,1,0,0,0,0,0,0
4806781,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.46 (Jayachamarajendra Nagar)",,,11,3,11,12,5,560032,2,2,3,0,2,19,4,5,18,0,2,1,9,9,250,1,0,0,0,0,0,0
7097327,"KARNATAKA","BENGALURU U NORTH",1,,,"Byanahalli","MEENUKUNTE",1,3,1,5,1,562157,2,2,3,0,2,5,19,0,0,0,0,1,2,2,240,1,0,0,1,1,0,3
2584684,"KARNATAKA","BENGALURU U NORTH",1,,,"Hesaraghatta","Hesarughatta",1,3,1,5,5,560089,2,2,3,0,2,19,0,0,0,0,0,1,1,9,220,1,0,0,0,0,0,0
7188586,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.95 (Subhash Nagar)",,,2,3,1,7,1,560023,2,2,3,0,2,5,0,0,0,0,0,1,2,2,249,1,0,0,0,0,0,0
4525819,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No. 24 (HBR Layout)",,,2,3,1,8,5,560043,2,2,3,0,2,19,5,4,0,0,0,1,1,9,225,1,10,15,1,3,0,0
3488996,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.65 (Kadu Malleshwar Ward)",,,8,2,8,10,4,560003,2,2,3,0,2,19,0,0,0,2,0,1,9,9,246,1,0,0,0,0,0,0
2158600,"KARNATAKA","BENGALURU U NORTH",1,,,"Dasanapura","DASANAPURA",6,3,1,10,5,562162,2,2,3,0,2,19,0,0,0,1,0,1,1,9,228,1,25,27,8,4,0,0
2802986,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.9 (Vidyaranyapura)",,,6,3,1,10,5,560097,2,2,3,0,2,19,0,0,0,1,0,1,1,9,210,2,12,11,7,4,0,0
5252658,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.79 (Sarvagna Nagar)",,,8,3,8,10,3,560005,2,2,3,0,2,5,19,0,0,2,0,1,9,9,220,1,0,0,0,0,0,0
2436263,"KARNATAKA","BENGALURU U NORTH",1,,,,,1,3,1,5,1,560090,2,2,3,0,2,5,0,0,0,0,0,1,2,2,250,1,0,0,0,0,4,3
2304188,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.4 (Yelahanka Satellite Town)",,,2,3,1,8,5,560064,2,2,3,0,2,19,0,0,0,0,0,1,1,9,224,1,39,42,2,2,0,0
9845040,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.80 (Hoysala Nagar)",,,2,3,1,7,1,560038,2,2,3,0,2,5,0,0,0,0,0,1,2,2,234,1,0,0,0,0,3,0
6304807,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.73 (Kottegepalya)",,,2,3,1,7,4,560091,2,2,3,0,2,5,0,0,0,0,0,1,2,2,241,1,0,0,0,0,0,0
9124573,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.61(SK Garden)",,,2,3,1,7,5,560046,2,2,3,0,1,19,0,0,0,0,0,1,1,9,225,1,8,5,1,3,0,0
6137147,"KARNATAKA","BENGALURU U NORTH",2,"Madanayakanahalli-Municipality","Madanayakanahalli-14",,,2,3,1,8,5,560062,2,2,3,0,2,5,19,4,0,0,0,1,1,9,242,1,7,6,5,0,0,0
1331316,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No. 28 (Kammanahalli)",,,6,3,1,10,5,560084,2,2,3,0,1,19,0,0,0,2,0,1,1,9,249,1,13,15,7,4,0,0
2295793,"KARNATAKA","BENGALURU U NORTH",1,,,"Machohalli","Machohalli",6,3,1,10,5,562130,2,2,3,0,2,19,0,0,0,2,0,1,2,9,245,1,21,18,5,8,0,0
9549221,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.16 (Jalahalli)",,,6,3,1,10,5,560013,2,2,3,0,2,19,0,0,0,2,0,1,1,9,247,1,3,1,17,4,0,0
4897237,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.90 (Halsoor)",,,6,3,1,10,5,560042,2,2,3,0,2,19,0,0,0,1,0,1,1,9,241,1,24,26,12,4,0,0
6636278,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.12 (Shettihalli)",,,3,3,1,12,5,560090,2,2,3,0,2,19,0,0,0,1,1,1,1,9,2,2,35,29,23,16,0,0
4376395,"KARNATAKA","BENGALURU U NORTH",1,,,"Kondashetti Halli","SHIVAKOTTE",11,3,11,12,5,560089,2,2,3,0,2,19,0,0,0,0,2,1,9,9,240,2,0,0,0,0,0,0
4420111,"KARNATAKA","BENGALURU U NORTH",1,,,,,11,3,11,12,5,0,2,2,3,0,2,19,0,0,0,0,2,1,9,9,0,1,0,0,0,0,0,0
1214878,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No. 29 (Kacharkanahalli)",,,1,3,1,5,1,560084,2,2,3,0,2,5,19,0,0,0,0,1,2,2,250,1,0,0,0,0,0,0
5622322,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No. 27 (Banasavadi)",,,6,3,1,10,5,560043,2,2,3,0,1,19,5,4,0,3,0,1,1,9,243,1,14,10,9,9,0,0
8287520,"KARNATAKA","BENGALURU U NORTH",1,,,"Gattisiddanahalli","KITTANAHALLI",2,3,1,8,5,560011,2,2,3,0,2,19,0,0,0,0,0,1,1,9,247,1,14,14,0,4,0,0
4372199,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No. 31 (Kushal Nagar)",,,8,3,8,10,4,560045,2,2,3,0,2,16,0,0,0,2,0,1,9,9,234,1,0,0,0,0,0,0
9436726,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.22 (Vishwanath Nagenahalli)",,,6,3,1,10,5,560032,2,2,3,0,2,19,0,0,0,1,0,1,1,9,244,1,12,12,0,0,0,0
2257614,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.92 (Shivaji Nagar)",,,3,3,1,12,5,560001,2,2,3,0,1,19,5,4,0,3,3,1,1,9,234,1,10,3,0,0,0,0
8001325,"KARNATAKA","BENGALURU U NORTH",1,,,,,1,3,1,5,1,560089,2,2,3,0,2,5,0,0,0,0,0,1,2,1,250,1,0,0,0,0,0,1
1612701,"KARNATAKA","BENGALURU U NORTH",1,,,,,2,3,1,8,5,562157,2,2,3,0,2,5,19,0,0,0,0,1,1,9,244,1,2,2,1,4,0,0
1706784,"KARNATAKA","BENGALURU U NORTH",1,,,"Vaderahalli","VADERAHALLI",2,3,1,7,1,562123,2,2,3,0,2,5,0,0,0,0,0,1,2,2,242,1,0,0,0,0,3,3
1764219,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.11(Kuvempu Nagar)",,,2,3,1,7,4,560014,2,2,3,0,2,5,16,0,0,0,0,1,2,2,244,1,1,0,0,0,0,0
9840891,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.17 (J P Park)",,,2,3,1,7,5,560022,2,2,3,0,2,19,0,0,0,0,0,1,1,9,224,1,0,0,0,0,0,0
6395964,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.91 (Bharathi Nagar)",,,2,3,1,7,5,560001,2,2,3,0,2,19,0,0,0,0,0,1,1,9,215,1,30,24,0,0,0,0
4287016,"KARNATAKA","BENGALURU U NORTH",1,,,"Kakolu","SONNENAHALLI",8,3,8,10,1,560089,2,2,3,0,2,5,19,0,0,2,0,1,9,9,236,1,0,0,0,0,0,0
6703633,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.72 (Herohalli)",,,8,3,8,10,4,560091,2,2,3,0,2,5,0,0,0,2,0,1,9,9,241,1,0,0,0,0,0,0
2893584,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.73 (Kottegepalya)",,,6,3,1,10,5,560091,2,2,3,0,2,5,19,0,0,2,0,1,1,9,236,1,7,8,1,0,1,0
6445221,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.71(Hegganahalli)",,,6,3,1,10,5,560091,2,2,3,0,2,19,0,0,0,2,0,1,1,9,242,1,45,37,11,10,0,0
2344632,"KARNATAKA","BENGALURU U NORTH",1,,,,,11,3,11,12,5,0,2,2,3,0,2,19,0,0,0,0,2,1,9,9,200,1,0,0,0,0,0,0
9308590,"KARNATAKA","BENGALURU U NORTH",1,,,"Bommasettihalli","GOPALAPURA",1,3,1,5,1,562123,2,2,3,0,2,5,0,0,0,0,0,1,2,2,244,1,0,0,0,0,1,1
6618952,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.4 (Yelahanka Satellite Town)",,,2,3,1,8,5,560064,2,2,3,0,2,19,0,0,0,0,0,1,1,9,206,2,0,0,0,0,10,14
8595208,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.99 (Rajaji Nagar)",,,11,3,11,12,5,560010,2,2,3,0,1,19,0,0,0,0,2,1,9,9,210,2,0,0,0,0,0,0
4793005,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No. 35 (Aramane Nagara)",,,6,3,1,10,5,560080,2,2,3,0,2,19,0,0,0,2,0,1,1,9,246,1,68,45,6,6,0,0
3746463,"KARNATAKA","BENGALURU U NORTH",1,,,"Mathahalli","HUSKURU",1,3,1,5,1,562123,2,2,3,0,2,5,0,0,0,0,0,1,2,1,250,1,0,0,0,0,0,0
5699534,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No. 40 (Dodda Bidarakallu)",,,1,3,1,5,1,560091,2,2,3,0,2,5,0,0,0,0,0,1,2,1,249,1,7,6,4,3,0,1
9062951,"KARNATAKA","BENGALURU U NORTH",1,,,"Mathahalli","HUSKURU",2,3,1,8,1,562123,2,2,3,0,2,5,0,0,0,0,0,1,2,2,240,1,0,0,0,0,0,3
3715499,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.12 (Shettihalli)",,,2,3,1,7,1,560097,2,2,3,0,2,5,0,0,0,0,0,1,2,1,249,1,0,0,0,0,8,10
6404900,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.22 (Vishwanath Nagenahalli)",,,2,3,1,7,4,560032,2,2,1,3,2,5,0,0,0,0,0,1,2,2,234,1,0,0,0,0,4,7
7330361,"KARNATAKA","BENGALURU U NORTH",1,,,,,6,3,1,10,5,560064,2,2,3,0,2,19,5,4,0,2,0,1,1,9,250,2,3,2,22,21,18,10
2546117,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No. 40 (Dodda Bidarakallu)",,,6,3,1,10,5,560073,2,2,3,0,2,19,0,0,0,2,0,1,1,9,235,1,4,0,1,0,10,11
8046530,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.90 (Halsoor)",,,6,3,1,10,5,560042,2,2,3,0,2,19,0,0,0,2,0,1,1,9,235,1,44,43,0,0,0,0
6917328,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.72 (Herohalli)",,,11,3,11,12,5,560057,2,2,3,0,2,19,5,4,0,0,2,1,9,9,245,1,0,0,0,0,0,0
5882922,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.77 (Dattatreya Temple Ward)",,,3,3,1,12,5,560002,2,2,3,0,2,19,5,4,0,1,1,1,1,9,225,1,36,27,11,8,0,0
9199211,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.68 (Mahalakshmipuram)",,,11,3,11,12,5,560086,2,2,3,0,2,19,0,0,0,0,2,1,9,9,200,2,0,0,0,0,0,0
8930957,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.50 (Benniganahalli)",,,3,3,1,12,5,560043,2,2,3,0,1,19,5,4,0,1,1,1,1,9,186,1,41,28,17,37,0,0
3010741,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No. 40 (Dodda Bidarakallu)",,,2,3,1,8,5,560091,2,2,3,0,2,19,0,0,0,0,0,1,1,9,202,1,2,0,0,0,0,0
5323522,"KARNATAKA","BENGALURU U NORTH",1,,,"Dasanapura","DASANAPURA",2,3,1,8,5,562130,2,2,3,0,2,5,19,0,0,0,0,1,1,9,220,1,6,4,0,0,0,0
2849477,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.19 (SanJayanagar)",,,2,3,1,7,4,560094,2,2,3,0,2,5,17,4,19,0,0,1,2,2,240,1,6,3,0,0,0,0
9076113,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.73 (Kottegepalya)",,,2,3,1,8,5,560091,2,2,3,0,2,19,0,0,0,0,0,1,1,9,236,1,4,2,1,2,0,0
3086620,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.4 (Yelahanka Satellite Town)",,,2,3,1,8,1,560064,2,2,3,0,2,5,19,0,0,0,0,1,1,2,230,1,0,0,0,1,5,7
4848112,"KARNATAKA","BENGALURU U NORTH",1,,,"Bagalur","BAGALUR",2,3,1,7,1,562149,2,2,3,0,2,5,19,0,0,0,0,1,1,1,247,1,11,9,0,3,0,0
7453103,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.60 (Sagayara Puram)",,,6,3,1,10,5,560084,2,2,1,3,2,19,5,4,0,2,0,1,1,9,2,1,7,10,4,1,0,0
9292851,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.69 (Laggere)",,,6,3,1,10,5,560058,2,2,3,0,2,19,0,0,0,2,0,1,1,9,240,1,11,8,2,1,0,0
9492791,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.5 (Jakkuru)",,,6,3,1,10,5,562123,2,2,3,0,2,19,5,0,0,2,0,1,1,9,240,1,8,7,1,0,0,1
8309449,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No. 29 (Kacharkanahalli)",,,8,3,8,10,4,560084,2,2,3,0,1,5,0,0,0,2,0,1,9,9,250,1,0,0,0,0,0,0
9620257,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.41(Peenya Industrial Area)",,,3,3,1,12,5,560073,2,2,3,0,2,19,0,0,0,2,2,1,1,9,244,1,0,2,0,0,0,0
8968912,"KARNATAKA","BENGALURU U NORTH",1,,,"Navarathna Agrahara","DODDAJALA",1,3,1,5,1,562157,2,2,3,0,2,5,19,0,0,0,0,1,2,1,240,1,0,0,0,0,0,1
5665068,"KARNATAKA","BENGALURU U NORTH",1,,,,,2,3,1,8,5,560043,2,2,3,0,2,5,19,0,0,0,0,1,1,9,250,1,1,1,5,1,0,0
2131798,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.110 (Sampangiram Nagar)",,,8,3,8,10,4,560002,2,2,3,0,2,19,0,0,0,2,0,1,9,9,234,1,0,0,0,0,0,0
4864199,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.72 (Herohalli)",,,6,3,1,10,5,560091,2,2,3,0,2,19,0,0,0,2,0,1,1,9,241,1,21,8,0,0,4,3
7346843,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.19 (SanJayanagar)",,,11,3,11,12,5,560021,2,2,3,0,2,19,0,0,0,0,2,1,9,9,215,2,0,0,0,0,0,0
4745174,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.99 (Rajaji Nagar)",,,11,3,11,12,5,560010,2,2,3,0,2,19,0,0,0,0,2,1,9,9,245,2,0,0,0,0,0,0
