Stop Name,Latitude,Longitude,Num trips in stop,Boothcode,Routes with num trips
Bhoopasandra Ayyappa Bakery,13.04263246,77.57707624,227,29158042,"{'VSD-BPS': 2, 'HBL-BSN': 4, '279-E': 0, '278-E': 59, '279-A': 47, 'RTNPS-HBL-NSH': 1, '279-H': 0, 'K-2': 56, 'RTNPS-NSH': 2, 'HBL-VSD-SBS': 1, 'CKLS-RKA-KMT-HBL': 1, 'VSD-RMG-HBL': 2, '278-D': 21, 'BPS-VNS': 1, 'VSD-RMG-BPS': 1, 'HBLB-BELF': 2, 'V-HBL-BPS': 2, 'V-BPS-HBL-KDG': 6, '278-A': 8, '279 RTNP-BPS': 0, '277 KBS-BPS-GKVK': 3, 'BMT45-GMC-BPS': 2, 'KBS-BPH-HBL': 6}"
Nagashettyhalli,13.04179199,77.57277518,294,29158042,"{'VSD-BPS': 2, 'HBL-BSN': 4, 'YTTMC-RMVE': 1, '298Y YHKOT-YLR': 2, '403-A': 18, '279-E': 0, '278-E': 59, '279-A': 47, 'TTN-SBS': 7, '279-K': 0, '279-F': 0, 'NGH-VSD-CVB-KBS': 2, 'RTNPS-HBL-NSH': 1, '279-H': 0, 'K-2': 56, 'RTNPS-NSH': 2, '252-A PSS-TTN': 3, 'HBL-VSD-SBS': 1, 'CKLS-RKA-KMT-HBL': 1, 'VSD-RMG-HBL': 2, '278-D': 21, 'BPS-VNS': 1, 'VSD-RMG-BPS': 1, 'VNS-21': 2, 'HBLB-BELF': 2, 'BEMLA-21': 6, 'V-HBL-BPS': 2, 'VCS-ORRCA-103 BPS-ORRCA': 2, 'V-BPS-HBL-KDG': 6, '278-A': 8, '279 RTNP-BPS': 0, 'VCS-ITPB-GM-15 BPS-ITPL': 1, '277 KBS-BPS-GKVK': 3, 'BMT45-GMC-NSH': 3, 'BMT45-GMC-BPS': 2, 'BEML A-21': 1, '285 BPS-NES': 1, 'KBS-BPH-HBL': 6, '278-K': 18}"
RMS Sanjayanagara,13.03775907,77.57424056,256,29158042,"{'VSD-BPS': 2, 'HBL-BSN': 4, 'YTTMC-RMVE': 1, '298Y YHKOT-YLR': 2, '403-A': 18, '279-E': 0, '278-E': 59, '279-A': 47, 'TTN-SBS': 7, '279-K': 0, '279-F': 0, 'NGH-VSD-CVB-KBS': 2, '279-H': 0, 'K-2': 56, '252-A PSS-TTN': 3, 'HBL-VSD-SBS': 1, 'CKLS-RKA-KMT-HBL': 1, 'VSD-RMG-HBL': 2, '278-D': 21, 'BPS-VNS': 1, 'VSD-RMG-BPS': 1, '279 RTNP-BPS': 0, '277 KBS-BPS-GKVK': 3, '285 BPS-NES': 1, 'KBS-BPH-HBL': 6, '278-K': 18}"
Sanjaynagara,13.03420112,77.5756774,72,29158042,"{'HBL-BSN': 4, 'TTN-SBS': 7, '279-F': 0, 'NGH-VSD-CVB-KBS': 2, 'K-2': 56, 'HBL-VSD-SBS': 1, 'BPS-VNS': 1, '285 BPS-NES': 1}"
Rehamathnagara,13.01761403,77.59188719,976,29158202,"{'YTTMC-CMN': 1, '287-P': 20, '107-C': 30, '287 SBS-GKVK': 3, '287-A': 45, '287-Q': 36, '111-C': 59, '287-F': 14, 'BELGS-51': 2, '108-B': 46, '415-B': 33, '415-G': 18, '415-F': 46, 'KBS-SPHC': 1, 'GPO-KDH': 1, '114-E': 8, '415-A': 2, 'KBS-D14': 4, '296-A': 17, 'MBS-6 CVRN-SHKN': 5, '114-A': 63, '114-G': 22, '144-K D06G-KVLB': 1, 'KMT-TLE-GKVK': 2, '144-K': 23, '258-VC': 13, '288-A': 49, '287-N': 32, 'VSD-KBR': 1, '347-E': 13, '197 JBN-CLP-STP': 2, '415-J': 19, '404-E': 20, '284-B': 24, '284-G': 8, 'SBS-NES-PTH': 2, 'D06G-STP': 2, 'SBS-STP': 3, 'KRM-KBR': 2, '285-V': 18, 'SBS-ALS': 0, '284-K': 19, '284-KA': 22, 'SBS-JML-STP': 1, 'BEMLA-7': 2, 'D06-STP': 1, '287-K': 12, '415-D': 29, '114-C': 63, '114-B': 42, 'SBS-RTN-BMSIT': 1, 'SBS-RTN-VNS': 3, 'SPHSB-STP': 1, 'ITPL-2A': 2, '242-R': 9, 'VNS-13': 2, 'BEMLA-21': 6, 'ITPL-2H': 1, '111-C KBS-MDG': 9, 'KBS-LRB': 1, 'SBS-GKVKL': 1, '286-H': 15, 'BEML A-21': 1, '284-K KMT-AGS-JSNL': 1, '288-E': 22}"
Dinnur MainRoad,13.02391946,77.59884403,56,29158211,"{'176-C': 25, '13-S': 5, 'STP-BSK': 1, 'KVB-NVG': 5, 'KBR-SJHS': 1, 'STP-HBL': 1, '176 KBR-VTTMC': 1, '342-U': 6, 'KVBR-HBL-CHSC': 3, 'KBR-KRM': 1, 'STP-SBS': 2, 'SPHC-KMT': 1, 'KVLB-VNS': 1, 'STP-HBL-VNS': 1, 'V-DPT-HBL-TNF-MRHB-CSB': 0, '297 STP-AFSY': 2, 'MRPL-BELC': 0}"
Ganganagara,13.02494939,77.59176314,24,29158211,"{'MEGH-KBS': 7, '279-F': 0, '356-J': 7, 'RMNF-KBS': 1, 'PTH-NDRD': 1, 'CRPF-KBS': 3, 'SRP-KBS': 5}"
HMT Layout RT Nagara,13.02472791,77.5946331,313,29158211,"{'YTTMC-CMN': 1, 'RTNPS-ABC': 1, 'RTNPS-VNH': 4, '176-C': 25, '13-S': 5, 'HBL-DPT': 3, 'KVB-NVG': 5, '415-B': 33, 'RTNPS-SMP': 1, '415-G': 18, '415-F': 46, 'KBS-SPHC': 1, 'KBR-SJHS': 1, 'GKVK-STP': 3, '415-A': 2, 'HBL-KBR': 1, 'RTNPS-CHCL': 1, 'STP-HBL': 1, '176 KBR-VTTMC': 1, '144-K D06G-KVLB': 1, '144-K': 23, '300-V': 4, '176-CA': 19, '347-E': 13, '197 JBN-CLP-STP': 2, '176 CLO-KBR': 3, '415-J': 19, 'KVBR-HBL-CHSC': 3, '241-T': 7, 'KRM-KBR': 2, '176-E': 10, '176-A': 14, 'KVLB-VNS': 1, 'STP-HBL-VNS': 1, 'HBLB-SPHCN': 1, 'YTTMC-MMLKB': 1, 'V-DPT-HBL-TNF-MRHB-CSB': 0, '176-E VTTMC-KBR': 1, '297 STP-AFSY': 2, '79-B': 27, '256-MB': 6}"
RT Nagara,13.02644806,77.59316124,75,29158211,"{'BMT14-RTN': 2, 'D14-SBS': 3, 'RTNPS-HBL BEL': 6, 'GKVK-STP': 3, 'KBS-D14': 4, '241-T': 7, 'ALS-SBDFD': 1, 'MRPL-BELC': 0, 'RTN-D14': 43, 'HBL-RTN': 6}"
RT Nagara Police Station,13.02428766,77.59285585,52,29158211,"{'BEMLA-7': 2, 'BMSIT-4': 4, 'MTR-16': 2, 'VNS-12': 2, 'VNS-5': 2, 'SPHS-BMT14': 1, 'CRISTAL-5': 3, 'ITPL-2B': 2, 'ITPL-2A': 2, 'SOPHIYA-3': 2, 'BCGS-14': 2, 'VNS-20': 2, 'VCS-JFWTC-12 DPT-JFWTC': 1, 'VNS-13': 2, 'BELGS-55': 3, 'BEMLA-21': 6, 'BTP-26B': 5, 'BTP-26': 3, 'ITPL-2H': 1, 'VCS-ORRCA-103 BPS-ORRCA': 2, 'VCS-ITPB-GM-15 BPS-ITPL': 1, 'BEML A-21': 1, 'VCS-TATA ELEXI-3 MR5th-TATA ELEXI Brigade Tech Prk': 1}"
RT Nagara Post Office,13.0216933,77.59252857,12,29158211,"{'BCGS-14': 2, 'VCS-JFWTC-12 DPT-JFWTC': 1, 'BEMLA-21': 6, 'ITPL-2H': 1, 'VCS-ITPB-GM-15 BPS-ITPL': 1, 'BEML A-21': 1}"
Thimmayya Garden,13.01824626,77.59872257,24,29158211,{'112-A': 24}
Kabir Ashram JC Nagara,13.01374635,77.59651065,0,29158212,{}
Vasanthappa Block,13.02630041,77.58907825,611,29158217,"{'BSK-RTNP': 6, '287-P': 20, '287 SBS-GKVK': 3, '287-A': 45, '287-Q': 36, '176-C': 25, 'HBL-DPT': 3, 'KVB-NVG': 5, 'RTNPS-KRM': 1, '287-F': 14, 'RTNPS-HBL': 3, 'RTNPS-HBL BEL': 6, 'GPO-KDH': 1, 'KRM-RTNP': 4, 'RTNPS-ANJM': 2, 'GKVK-STP': 3, 'HBL-KBR': 1, 'STP-HBL': 1, 'RTNPS-HNR-KNPC': 1, '380 KMT-KTO': 6, '176 KBR-VTTMC': 1, 'MBS-6 CVRN-SHKN': 5, 'KMT-TLE-GKVK': 2, '258-VC': 13, '288-A': 49, '287-N': 32, 'MBS-6': 23, 'YTTMC-GNR': 2, 'RTNPS-HBL-NSH': 1, '300-V': 4, '176-CA': 19, 'RTNPS-NSH': 2, '176 CLO-KBR': 3, 'KVBR-HBL-CHSC': 3, '241-T': 7, 'PTH-SBSH': 4, '404-E': 20, '284-B': 24, '284-G': 8, 'SBS-NES-PTH': 2, '176-E': 10, 'RTNPS-HBL-CJP': 1, '285-V': 18, 'SBS-ALS': 0, 'RTNP-HBL': 1, '284-K': 19, '284-KA': 22, '287-K': 12, '176-A': 14, 'KVLB-VNS': 1, 'SBS-RTN-BMSIT': 1, 'SBS-RTN-VNS': 3, 'RTNP-WSPM': 1, 'STP-HBL-VNS': 1, 'RTNPS-CHMT': 1, 'ALS-SBDFD': 1, 'KDHL-TECR': 1, 'HBLB-SPHCN': 1, 'YTTMC-MMLKB': 1, 'V-DPT-HBL-TNF-MRHB-CSB': 0, '176-E VTTMC-KBR': 1, 'SBS-GKVKL': 1, '286-H': 15, '79-B': 27, '256-MB': 6, '279 RTNP-BPS': 0, '284-K KMT-AGS-JSNL': 1, 'MBS-6 BMT45-CVRN': 1, 'MRPL-BELC': 0, '288-E': 22, '347F': 7, 'HBL-RTN': 6, 'RTNPS-KBS': 2}"
Chamundinagara Hebbala,13.03329336,77.59921216,20,29158034,"{'YTTMC-CMN': 1, '415-J': 19}"
Jolanayakanahalli,13.03520064,77.59971793,15,29158034,"{'287-F': 14, 'YTTMC-CMNR': 1}"
Anandanagara Hebbala,13.03299008,77.59136349,13,29158059,{'258-VC': 13}
Hebbala Canara Bank,13.03576564,77.58903263,146,29158059,"{'BSK-RTNP': 6, 'MEGH-KBS': 7, 'HBL-DPT': 3, '287-M': 7, 'KRM-RTNP': 4, 'GKVK-STP': 3, 'HBL-KBR': 1, '380 KMT-KTO': 6, 'KLN-HBL-RMGPO': 1, 'MBS-6': 23, '402-M': 7, 'SMS-HBL-VSD': 1, 'YSTF-SBS': 6, 'BYH-KBS': 5, '280-E': 12, 'YSTF-JBS': 1, '285-JB THDL-KBS': 1, '356-J': 7, '500-QC': 1, 'KRP-CMH': 1, 'GKVK-SMH': 1, 'RMNF-KBS': 1, 'PTH-NDRD': 1, 'ALS-SBDFD': 1, 'KDHL-TECR': 1, 'PTH-SDNIBK': 1, 'HBLB-SPHCN': 1, '356J YSTF-AGS-ATB': 1, '285MA PTML-CVB': 2, 'MBS-6 BMT45-CVRN': 1, 'CRPF-KBS': 3, 'TDL-VSD-KBS': 6, 'VNS-HBL-KBS': 5, 'SRP-KBS': 5, '347F': 7, 'HBL-RTN': 6}"
Hebbala Veterinary Hospital,13.03026395,77.58693428,151,29158059,"{'BSK-RTNP': 6, 'MEGH-KBS': 7, 'HBL-DPT': 3, '287-M': 7, 'KRM-RTNP': 4, 'GKVK-STP': 3, 'HBL-KBR': 1, '380 KMT-KTO': 6, 'KLN-HBL-RMGPO': 1, '176 GKVK-HPN': 1, 'MBS-6': 23, 'PTH-SBSH': 4, '402-M': 7, 'SMS-HBL-VSD': 1, 'YSTF-SBS': 6, 'BYH-KBS': 5, '280-E': 12, 'YSTF-JBS': 1, '285-JB THDL-KBS': 1, '356-J': 7, '500-QC': 1, 'KRP-CMH': 1, 'GKVK-SMH': 1, 'RMNF-KBS': 1, 'PTH-NDRD': 1, 'ALS-SBDFD': 1, 'KDHL-TECR': 1, 'PTH-SDNIBK': 1, 'HBLB-SPHCN': 1, '356J YSTF-AGS-ATB': 1, '285MA PTML-CVB': 2, 'MBS-6 BMT45-CVRN': 1, 'CRPF-KBS': 3, 'TDL-VSD-KBS': 6, 'VNS-HBL-KBS': 5, 'SRP-KBS': 5, '347F': 7, 'HBL-RTN': 6}"
Depot-14 Gate  RT Nagara,13.02856996,77.59321958,72,29158089,"{'BMT14-RTN': 2, 'D14-SBS': 3, 'D14-MPG': 1, 'KBS-D14': 4, 'D14-RTN TW STP': 5, '2-D': 14, 'RTN-D14': 43}"
Sultanpalya Cross Pushpanjali Talkies,13.02206963,77.60235853,699,29158210,"{'YTTMC-CMN': 1, 'RTNPS-ABC': 1, 'RTNPS-VNH': 4, '111-C': 59, '176-C': 25, '13-S': 5, 'STP-BSK': 1, 'RTNPS-KBR': 3, 'KVB-NVG': 5, 'BELGS-51': 2, '415-B': 33, 'RTNPS-SMP': 1, '415-G': 18, '415-F': 46, 'KBS-SPHC': 1, 'KBR-SJHS': 1, 'GKVK-STP': 3, '114-E': 8, '415-A': 2, 'HBL-KBR': 1, 'RTNPS-CHCL': 1, 'STP-HBL': 1, '176 KBR-VTTMC': 1, '296-A': 17, '114-A': 63, '114-G': 22, '342-U': 6, '144-K D06G-KVLB': 1, '144-K': 23, 'VSD-KBR': 1, '300-V': 4, '176-CA': 19, '347-E': 13, '197 JBN-CLP-STP': 2, '176 CLO-KBR': 3, '415-J': 19, 'KVBR-HBL-CHSC': 3, 'KBR-KRM': 1, '241-T': 7, 'D06G-STP': 2, 'SBS-STP': 3, 'STP-SBS': 2, 'SPHC-KMT': 1, '176-E': 10, 'SBS-JML-STP': 1, 'D06-STP': 1, '415-D': 29, '176-A': 14, '114-C': 63, '114-B': 42, 'KVLB-VNS': 1, 'BVNR-KVBL': 1, 'STP-HBL-VNS': 1, 'SPHSB-STP': 1, 'HBLB-SPHCN': 1, '242-R': 9, 'YTTMC-MMLKB': 1, '111-C KBS-MDG': 9, '176-E VTTMC-KBR': 1, 'KBS-LRB': 1, '297 STP-AFSY': 2, '79-B': 27, '256-MB': 6, 'MRPL-BELC': 0, '112-A': 24, 'RTNPS-STP': 4, '230-A': 12}"
P&T Quarters,13.02150321,77.60457069,291,29158209,"{'RTNPS-ABC': 1, '111-C': 59, 'RTNPS-KBR': 3, 'KVB-NVG': 5, 'RTNPS-SMP': 1, '415-G': 18, 'KBR-SJHS': 1, '415-A': 2, 'HBL-KBR': 1, 'RTNPS-CHCL': 1, '176 KBR-VTTMC': 1, '342-U': 6, '144-K D06G-KVLB': 1, '144-K': 23, 'VSD-KBR': 1, '300-V': 4, '176 CLO-KBR': 3, 'KVBR-HBL-CHSC': 3, 'KBR-KRM': 1, '241-T': 7, 'KRM-KBR': 2, '176-E': 10, '415-D': 29, '176-A': 14, 'KVLB-VNS': 1, 'BVNR-KVBL': 1, '242-R': 9, 'YTTMC-MMLKB': 1, '111-C KBS-MDG': 9, '176-E VTTMC-KBR': 1, '79-B': 27, '256-MB': 6, '112-A': 24, '230-A': 12}"
Sultanpalya Ashwathkatte,13.02466383,77.60329196,370,29158209,"{'YTTMC-CMN': 1, 'RTNPS-VNH': 4, 'BELGS-51': 2, '415-B': 33, '415-F': 46, 'KBS-SPHC': 1, 'GKVK-STP': 3, '114-E': 8, '296-A': 17, '114-A': 63, '114-G': 22, '176-CA': 19, '347-E': 13, '197 JBN-CLP-STP': 2, '415-J': 19, 'D06G-STP': 2, 'SBS-STP': 3, 'SBS-JML-STP': 1, 'D06-STP': 1, '114-C': 63, '114-B': 42, 'SPHSB-STP': 1, 'RTNPS-STP': 4}"
Bhuvaneshwarinagara RT Nagara,13.03245243,77.60471821,46,29158036,{'415-F': 46}
MM Medicals RT Nagara,13.03140195,77.60834388,0,29158066,{}
HBR Layout 2nd Stage,13.03175015,77.61207685,1,29158071,"{'290-H': 0, 'D10G-HBR2': 1}"
KHB Colony Sultanpalya,13.02821326,77.60698333,4,29158071,"{'KBS-SPHC': 1, 'SPHC-KMT': 1, 'HBLB-SPHCN': 1, 'KBS-LRB': 1}"
LR Bande,13.02895343,77.61059493,35,29158071,"{'415-D': 29, 'MTR-16': 2, 'SPHS-BMT14': 1, 'SOPHIYA-3': 2, 'KBS-LRB': 1}"
Manorayanapalya,13.02886119,77.60160668,110,29158093,"{'YTTMC-CMN': 1, '114-G': 22, '176-CA': 19, '415-J': 19, '114-B': 42, 'ITPL-2B': 2, 'ITPL-2A': 2, 'BELGS-55': 3, 'MRPL-BELC': 0}"
Chinnappa Layout,13.0280617,77.61177242,30,29158131,"{'290-H': 0, 'D10G-HBR2': 1, '415-D': 29}"
Sultanpalya,13.02662127,77.60394552,438,29158131,"{'YTTMC-CMN': 1, 'RTNPS-VNH': 4, '176-C': 25, '13-S': 5, 'STP-BSK': 1, 'CPR-1': 17, 'SRN-SJP': 4, 'SJP-SRN': 9, 'BELGS-51': 2, '415-B': 33, '415-F': 46, 'KBS-SPHC': 1, 'GKVK-STP': 3, '114-E': 8, 'STP-HBL': 1, '296-A': 17, '114-A': 63, '114-G': 22, '176-CA': 19, '347-E': 13, '197 JBN-CLP-STP': 2, '415-J': 19, 'D06G-STP': 2, 'SBS-STP': 3, 'STP-SBS': 2, 'SBS-JML-STP': 1, 'D06-STP': 1, '114-C': 63, '114-B': 42, 'BVNR-KVBL': 1, 'STP-HBL-VNS': 1, 'SPHSB-STP': 1, '297 STP-AFSY': 2, 'MRPL-BELC': 0, 'RTNPS-STP': 4}"
Postal and Telecom Colony,13.0246063,77.60524727,695,29158133,"{'290-EA': 0, '290-E SBS-PTH': 0, '291-N': 16, 'TR-4': 46, '290-EB YHK-KGR': 0, '290-EB KGR-YHK': 0, 'NGW-DPJN': 6, '253-A': 12, '290-M': 8, 'DPJN-JJN-NGW': 4, '290-D': 19, '290-A': 28, '291-J': 26, '290-J': 0, '290-RA': 5, '290-R': 13, '290-J MSP-SBS': 0, '290-EB': 0, '290-QA': 18, '291-G': 20, '290-Q': 14, 'D10G-NGVR-JJN': 1, 'TR-4A': 10, '290-T': 11, '290-HA': 0, 'KLNB-BKC': 1, 'PTH-SBS1': 4, '291-D': 22, '291-L': 3, '290-Z': 4, '290-P': 24, 'MBS-14': 10, 'SBS-JKR-ALSG-PTH': 1, 'CLO-RKH': 5, '291-K': 7, '291-A': 11, '291-E': 16, 'G-10': 0, '290 KBS-YLKOT': 2, '290-EY': 0, '291-R': 15, 'KLN-JJN': 1, '290-QA NRG-RKHN': 1, 'MSP-ARMYK': 1, '291-H': 21, '291-B': 2, '290-E STJHS-YLKOT': 0, 'KBS-NGVRJ-VNS': 1, '63 SBS-DPJN': 1, '290-F': 0, '290-N': 40, '317-K': 0, 'TR-4 NGV-MRBS': 2, 'TR-4 KMT-NGV': 1, '290-C': 63, 'MBS-2': 17, '290EY KMT-YHKOT': 0, 'MBS2 PTH-MRHSPG': 1, '290-E SBS-NGW-KLN': 0, '290-E ITCF-YHKOT': 0, 'V-SBS-KNB': 1, '290-E': 52, 'PTH-SBS': 3, 'BSK-KRP-ITI': 1, '348-F': 14, 'BMSIT-3': 1, '213-D': 6, 'SBS-RJP': 2, 'SBS-HTN': 1, '375-D': 80}"
Modhi Garden Kavakbyrasandra,13.01722563,77.60745842,9,29159062,{'111-C KBS-MDG': 9}
Byadarahalli Jayamahal,13.00116812,77.6097393,16,29159156,{'210-X': 16}
Clarence School,13.00226912,77.6166513,1946,29159156,"{'327-C': 14, '301-E': 39, '300-E': 55, '300-D': 37, '300-H': 48, 'SBS-D10G': 31, '295-D': 21, 'KBS-D10G': 8, '302-C': 11, '293-P': 12, '296-V': 13, 'D10G-MRG': 2, 'G-11': 35, '296-C': 18, 'KLN-LGP-SBS': 14, '292-E': 12, 'D10G-SBS': 6, '292-C': 30, '401-M NLO-CLO': 1, '302-J': 29, '300-B': 29, 'KBS-HNR-CHLS': 3, '302-GA': 19, '303-F': 21, 'MGMS-KLN': 2, '292-D': 17, '293-H': 19, '292-B': 12, '293-A': 16, '79-K': 13, 'SBS-KLN': 27, '294-F': 9, '294-B': 0, '300-DA': 15, '294-E': 18, '294-H': 26, 'KBS-KLN': 6, '295-A': 14, '296-N': 17, '293-R': 13, '293-S': 32, '300-T': 11, '293-K': 13, '296-A': 17, '296-B': 19, '296-D': 26, '296-K': 4, '293-F': 11, 'SBS-HNS': 3, '293-J': 11, 'SBS-RYL': 2, '327-D': 5, '295-C': 34, '300-A': 14, '295-E': 12, '295-B': 15, '295-G': 17, 'KBS-BSP-HMA': 1, 'SBS-BSP-HMA': 3, '294-A': 11, '293-B': 11, '294-C SBS-JTN': 32, 'SBS-CHLS': 2, '296-T': 17, 'KBS-LGP-CHLS': 1, 'SGH-SBS': 2, 'G-11 SNBS-BLR': 1, '301-F': 6, '300-P': 46, '300-E SBS-KTMLRG': 2, 'KMT-BLS-YPB': 1, '300-C': 19, 'SBS-BPS-KLK': 2, 'VSD-BSP-KLK': 1, '293-G': 30, '215-NB': 12, 'D10G-SOPHIA': 1, 'BMESU-HBL': 4, '242-GA KBS-EWC': 2, '302-D': 35, '300-K': 13, '348-H': 12, '302-N': 38, 'KMT-CHLS': 0, 'KLNB-LGP-BSK': 3, '276-AB BMT45-DBH': 1, '293-N': 15, '300-F': 17, '296-Q': 23, '302 SBS-KLN': 3, '80-F': 35, '302 VSD-KLN': 4, '293-C OASIS-KMT': 1, 'KBS-BDSN': 4, '302-F': 39, 'SJHS-LGP-HBL': 3, '296-F': 10, 'KLNB-LGP-KBS': 2, 'MF-4': 15, '303-E': 32, '302-B': 40, '293-C': 32, '302-E': 14, '303-C': 24, '293-D': 12, '293-M': 11, '296-M': 6, '293-L': 11, '314-N': 26, 'BMT10-NRG': 1, 'KBS-SDSH': 1, 'HMNL-SJHS': 1, 'BMES-SBS': 3, 'KLNB-LGP-SBSP': 1, 'KLNB-LGP-SSMT': 1, 'SBS-SVPSH': 1, 'SBS-SMHSL': 3, '293 KBS-SMHS': 2, 'SBS-SVPSL': 2, 'SOPHIYA-1': 2, '296 SBS-BMESL': 1, 'BCGHS-18': 2, 'VNS-03': 3, '302 BMT10-SBS': 2, '293-E': 10, 'OASIS-2B': 2, 'D24-TNF-WTP': 1, 'KBS-SVPSB': 1, '295-D SBS-BMT10': 1, '302-A': 20, 'GDWC-BGL': 1, '129 KBS-BNWRS': 1, '293 SBS-HMN': 7, '293 SBS-LGP-KLN': 4, '330 SBS-ABISRO': 2, '301-D': 18, '301-G': 17, '303-G': 29, '302-G': 19, '293G SBS-BMT48': 16, '293F KMT-BMT48': 6, '293S KBS-BMT48': 6, 'ARMY-3': 3, 'D10G-BMES': 1, '293 BMT10-ARMY': 2, '295-KMT-D48': 2, '300-H  KBS-ITICG': 3, '294-C BMT48-MGMS': 1, 'CRISTAL-3': 1, 'G11-BMT48-MGMS': 2, '294-D': 12, '290-E ITCF-YHKOT': 0, '500-A CSB-SJHSU': 3, '293-S KBS-HNS': 2, 'HALM-SBS-BMES': 1, 'SVM-SBS-BMES': 1, '301-A': 12, 'AMRY-2': 4}"
Devis Road,13.00327455,77.61898018,932,29159156,"{'SBS-D10G': 31, '295-D': 21, '293-P': 12, '296-V': 13, 'G-11': 35, '296-C': 18, 'KLN-LGP-SBS': 14, '292-E': 12, 'D10G-SBS': 6, '292-C': 30, '401-M NLO-CLO': 1, 'KBS-HNR-CHLS': 3, 'MGMS-KLN': 2, '292-D': 17, '293-H': 19, '292-B': 12, '293-A': 16, '294-F': 9, '294-B': 0, '294-E': 18, '294-H': 26, 'KBS-KLN': 6, '295-A': 14, '296-N': 17, '293-R': 13, '293-S': 32, '293-K': 13, '296-A': 17, '296-B': 19, '296-D': 26, '296-K': 4, '293-F': 11, 'SBS-HNS': 3, '293-J': 11, 'SBS-RYL': 2, '327-D': 5, '295-C': 34, '295-E': 12, '295-B': 15, '295-G': 17, '294-A': 11, '293-B': 11, '294-C SBS-JTN': 32, 'SBS-CHLS': 2, '296-T': 17, 'KBS-LGP-CHLS': 1, 'SGH-SBS': 2, 'KMT-BLS-YPB': 1, 'BMESU-HBL': 4, '348-H': 12, 'KMT-CHLS': 0, 'KLNB-LGP-BSK': 3, '293-N': 15, '296-Q': 23, '293-C OASIS-KMT': 1, 'KBS-BDSN': 4, 'SJHS-LGP-HBL': 3, '296-F': 10, 'KLNB-LGP-KBS': 2, 'MF-4': 15, '293-C': 32, '293-D': 12, '293-M': 11, '296-M': 6, '293-L': 11, 'OASIS-4A': 3, 'OASIS-4B': 2, 'OASIS-2A': 2, 'BMT10-NRG': 1, 'SMHS-1': 6, 'HMNL-SJHS': 1, 'BMES-SBS': 3, 'KLNB-LGP-SBSP': 1, 'KLNB-LGP-SSMT': 1, 'ADT-9': 4, 'SBS-SMHSL': 3, '293 KBS-SMHS': 2, 'BMES-5': 3, 'BCGHS-9': 2, 'BCGHS-18': 2, 'VNS-03': 3, '293-E': 10, 'OASIS-2B': 2, '295-D SBS-BMT10': 1, 'CHLS-09': 3, 'GDWC-BGL': 1, '293 SBS-HMN': 7, '293 SBS-LGP-KLN': 4, '293F KMT-BMT48': 6, '293S KBS-BMT48': 6, '293 BMT10-ARMY': 2, '294-C BMT48-MGMS': 1, 'G11-BMT48-MGMS': 2, '294-D': 12, '500-A CSB-SJHSU': 3, '293-S KBS-HNS': 2, 'ARMY-4': 2, 'HALM-SBS-BMES': 1, 'SVM-SBS-BMES': 1}"
Doddy Tannery Road,13.00257755,77.61206767,540,29159156,"{'SBS-AMC': 0, '290-EA': 0, '290-E SBS-PTH': 0, '291-N': 16, 'TR-4': 46, '290-EB KGR-YHK': 0, '253-A': 12, '290-M': 8, 'DPJN-JJN-NGW': 4, '290-A': 28, '290-H': 0, '290-RA': 5, '290-R': 13, '290-EB': 0, '290-QA': 18, '290-G': 0, '290-Q': 14, 'TR-4A': 10, '290-T': 11, '290-HA': 0, 'SBS-SDH': 2, '291-D': 22, '291-L': 3, '290-Z': 4, '290-P': 24, 'MBS-14': 10, 'SBS-JKR-ALSG-PTH': 1, 'CLO-RKH': 5, '291-K': 7, '291-A': 11, '291-E': 16, 'G-10': 0, '290 KBS-YLKOT': 2, '290-EY': 0, '290-KA KMT-PLG': 1, 'TR-4 JJN-PLG': 2, '290-QA NRG-RKHN': 1, '291-H': 21, '94E YPRTTMC-TRDBS': 1, '290-E STJHS-YLKOT': 0, 'KBS-NGVRJ-VNS': 1, '290-N': 40, '317-K': 0, '241-CD': 11, 'TR-4 KMT-NGV': 1, '290-C': 63, '290EY KMT-YHKOT': 0, '290-E SBS-NGW-KLN': 0, '290-E ITCF-YHKOT': 0, 'V-SBS-KNB': 1, 'BSK-KRP-ITI': 1, '348-F': 14, 'BMSIT-3': 1, '213-D': 6, 'SBS-RJP': 2, 'SBS-HTN': 1, '375-D': 80}"
East Railway Station,13.00024247,77.61721795,0,29159156,{}
