_id,Sl. No,Zone,District,Taluk,Name of Sub-Station,Voltage Class (in kV),Date of commission,geometry,transformer_id,name,substation_id,phase,capacity_MVA,current_load_MVA,industrial_consumption_kwh,residential_consumption_kwh,commercial_consumption_kwh,load_shedding_events,ev_charging_load_estimate,solar_potential_kw,ward_id,h3_index,lon,lat
190,190,Bengaluru,Bangalore Urban,Bangalore North,MEI Layout(Bagalkunte),66,31-08-2007,POINT (77.69434054477668 12.88455643243202),trf_190,MEI Layout(Bagalkunte),,3.0,0.098,0.055,46.0,653.0,192.0,0.0,69.76,222.0,ward_90,8861892709fffff,77.69434054477668,12.88455643243202
191,191,Bengaluru,Ramanagar,Ramanagara,Mellehalli,66,31-03-2007,POINT (77.4854494482865 13.009021149609245),trf_191,Mellehalli,,3.0,0.082,0.075,257.0,467.0,30.0,0.0,158.9,1414.17,ward_91,88601458e5fffff,77.4854494482865,13.009021149609245
192,192,Bengaluru,CB Pura,Shidlagatta,Melur,66,30-10-2006,POINT (77.63868285403396 13.063241604058115),trf_192,Melur,,1.0,4.626,1.95,6450.0,25577.0,17841.0,1.0,181.22,642.99,ward_92,8861892c33fffff,77.63868285403396,13.063241604058115
193,193,Bengaluru,Kolar,Mulbagal,Mudiyanur,66,23-11-2007,POINT (77.67052131314117 13.041044279115454),trf_193,Mudiyanur,,3.0,0.644,0.602,2332.0,4006.0,2003.0,0.0,177.73,1006.17,ward_93,8861892c09fffff,77.67052131314117,13.041044279115454
194,194,Bengaluru,Kolar,Mulbagal,Mulbagal,66,16-10-1991,POINT (77.5346103717714 12.853231863133917),trf_194,Mulbagal,,3.0,0.629,0.16,2576.0,3257.0,2156.0,2.0,104.03,285.75,ward_94,886014533dfffff,77.5346103717714,12.853231863133917
195,195,Bengaluru,Bangalore Urban,Bangalore East,N.G.E.F.,66,21-11-1987,POINT (77.67518442549226 13.042050421780178),trf_195,N.G.E.F.,,3.0,0.502,0.207,403.0,4350.0,131.0,1.0,0.03,1022.26,ward_95,8861892c47fffff,77.67518442549226,13.042050421780178
196,196,Bengaluru,CB Pura,Chintamani,N.G.Halli,66,12-03-1995,POINT (77.74715154260021 12.923785303073428),trf_196,N.G.Halli,,1.0,0.71,0.175,3576.0,2154.0,841.0,1.0,20.38,720.47,ward_96,88618920cdfffff,77.74715154260021,12.923785303073428
197,197,Bengaluru,Kolar,Bangarpet,N.G.Hulkur,66,10-07-2014,POINT (77.56160542573784 13.0329238882226),trf_197,N.G.Hulkur,,3.0,0.32,0.253,1712.0,2209.0,1398.0,0.0,192.82,178.58,ward_97,8860145941fffff,77.56160542573784,13.0329238882226
198,198,Bengaluru,Bangalore Urban,Bangalore South,Naganathapura,66,30-10-1999,POINT (77.55224106207591 13.07922719768107),trf_198,Naganathapura,,3.0,0.394,0.266,1664.0,1197.0,316.0,1.0,193.21,1522.08,ward_98,8860145925fffff,77.55224106207591,13.07922719768107
199,199,Bengaluru,Bangalore Rural,Hosakote,Nandagudi,66,22-11-1997,POINT (77.7075238255529 12.928698208212506),trf_199,Nandagudi,,3.0,0.305,0.085,1431.0,2683.0,71.0,0.0,191.36,1000.8,ward_99,886189209dfffff,77.7075238255529,12.928698208212506
200,200,Bengaluru,CB Pura,Chintamani,Nandiganahalli,66,11-10-2017,POINT (77.67526132033746 13.026362862225405),trf_200,Nandiganahalli,,3.0,0.217,0.103,481.0,753.0,799.0,0.0,164.44,1700.7,ward_100,8861892c4bfffff,77.67526132033746,13.026362862225405
201,201,Bengaluru,Bangalore Urban,Bangalore North,Nandini Layout,66,08-06-1990,POINT (77.48093716065078 13.07076587200387),trf_201,Nandini Layout,,3.0,0.478,0.411,619.0,4350.0,1394.0,0.0,27.32,1303.28,ward_1,88601459a3fffff,77.48093716065078,13.07076587200387
202,202,Bengaluru,Kolar,Mulbagal,Nangli,66,15-05-1996,POINT (77.60157571173436 13.047937239832322),trf_202,Nangli,,3.0,0.648,0.322,2773.0,3106.0,2769.0,0.0,73.56,116.18,ward_2,8861892c81fffff,77.60157571173436,13.047937239832322
203,203,Bengaluru,Kolar,Kolar,Narasapura,66,07-05-2008,POINT (77.54601488030919 13.06865696854886),trf_203,Narasapura,,1.0,0.275,0.227,24.0,1763.0,445.0,0.0,24.87,827.29,ward_3,8860145921fffff,77.54601488030919,13.06865696854886
204,204,Bengaluru,Bangalore Urban,Bangalore South,"National College (GIS)(Mahila Samaja)",66,28-01-2015,POINT (77.56676050362024 12.80325129544409),trf_204,"National College (GIS)(Mahila Samaja)",,3.0,0.536,0.346,32.0,3847.0,2479.0,0.0,135.51,623.73,ward_4,886014c9a3fffff,77.56676050362024,12.80325129544409
205,205,Bengaluru,Bangalore Urban,Bangalore North,Nelakadirenahalli,66,28-02-2009,POINT (77.72161459292577 12.82738600303584),trf_205,Nelakadirenahalli,,3.0,0.526,0.49,396.0,1658.0,1944.0,1.0,53.12,35.1,ward_5,8861893589fffff,77.72161459292577,12.82738600303584
206,206,Bengaluru,Bangalore Rural,Nelamangala,Nelamangala,66,10-10-1980,POINT (77.54579409127713 13.085018590115242),trf_206,Nelamangala,,3.0,0.523,0.241,1167.0,1575.0,753.0,2.0,4.72,1797.12,ward_6,88601696cdfffff,77.54579409127713,13.085018590115242
207,207,Bengaluru,CB Pura,CB Pura,Nellimaradahalli,66,26-11-2007,POINT (77.73518214408126 12.972031366436985),trf_207,Nellimaradahalli,,3.0,0.463,0.231,841.0,1663.0,507.0,0.0,96.82,1494.89,ward_7,88618921d3fffff,77.73518214408126,12.972031366436985
208,208,Bengaluru,Bangalore Urban,Bangalore South,Nimhans,66,26-02-2004,POINT (77.63955116365094 12.934533656593496),trf_208,Nimhans,,3.0,9.62,8.726,45321.0,114689.0,25142.0,1.0,73.14,450.76,ward_8,8861892511fffff,77.63955116365094,12.934533656593496
209,209,Bengaluru,Bangalore Urban,Bangalore North,NRS Rajajinagar,66,01-06-1998,POINT (77.53796323150942 12.898599363610975),trf_209,NRS Rajajinagar,,1.0,6.602,5.189,22908.0,28538.0,25704.0,1.0,134.83,519.81,ward_9,8860145161fffff,77.53796323150942,12.898599363610975
210,210,Bengaluru,Bangalore Urban,Bangalore South,Padmanabhanagar,66,27-02-2004,POINT (77.65175553682312 13.025712358831305),trf_210,Padmanabhanagar,,3.0,0.298,0.165,1592.0,2792.0,89.0,0.0,1.57,1261.84,ward_10,8861892c53fffff,77.65175553682312,13.025712358831305
211,211,Bengaluru,CB Pura,Shidlagatta,Pallicherlu,66,06-01-2017,POINT (77.68747371311775 13.036885442838367),trf_211,Pallicherlu,,3.0,9.621,5.746,13964.0,72210.0,31385.0,0.0,54.94,1613.93,ward_11,8861892c45fffff,77.68747371311775,13.036885442838367
212,212,Bengaluru,CB Pura,Bagepalli,Pathapalya,66,30-03-2012,POINT (77.4773618309146 12.948326091410774),trf_212,Pathapalya,,3.0,0.438,0.102,436.0,3070.0,440.0,0.0,168.73,1962.39,ward_12,8860145a87fffff,77.4773618309146,12.948326091410774
213,213,Bengaluru,CB Pura,CB Pura,Peresandra,66,12-07-1984,POINT (77.46726762800499 12.96485866469712),trf_213,Peresandra,,3.0,0.25,0.23,295.0,2891.0,1194.0,2.0,51.91,873.99,ward_13,8860145ab7fffff,77.46726762800499,12.96485866469712
214,214,Bengaluru,Bangalore Rural,Hosakote,Pillaguppa,66,27-06-1985,POINT (77.58245915041202 13.06631125482749),trf_214,Pillaguppa,,3.0,6.601,6.178,7529.0,66890.0,28767.0,2.0,195.46,1514.62,ward_14,8861892cb7fffff,77.58245915041202,13.06631125482749
215,215,Bengaluru,Bangalore Urban,Bangalore North,Platinum city,66,25-11-2009,POINT (77.55527450376563 12.835120104928283),trf_215,Platinum city,,1.0,0.721,0.278,2771.0,6489.0,563.0,0.0,154.33,997.79,ward_15,886014536bfffff,77.55527450376563,12.835120104928283
216,216,Bengaluru,Bangalore Urban,Bangalore East,Pottery Road,66,29-04-1979,POINT (77.49289750461585 13.028453189515242),trf_216,Pottery Road,,1.0,4.213,3.769,5780.0,36692.0,4491.0,0.0,169.61,1457.72,ward_16,88601459c3fffff,77.49289750461585,13.028453189515242
217,217,Bengaluru,Bangalore Urban,Bangalore South,Primal Project,66,31-08-2015,POINT (77.63546541899488 12.830336802836838),trf_217,Primal Project,,1.0,0.039,0.022,155.0,159.0,54.0,0.0,183.91,1986.51,ward_17,8861892611fffff,77.63546541899488,12.830336802836838
218,218,Bengaluru,Bangalore Urban,Bangalore South,R R Nagar,66,30-12-1998,POINT (77.4752320418345 13.010290739437735),trf_218,R R Nagar,,1.0,0.378,0.187,1711.0,4258.0,1725.0,0.0,71.42,1575.1,ward_18,88601458e7fffff,77.4752320418345,13.010290739437735
219,219,Bengaluru,Bangalore Urban,Bangalore North,Rajankunte,66,10-10-2008,POINT (77.47182890190926 13.046558017787106),trf_219,Rajankunte,,3.0,0.365,0.253,526.0,1724.0,1609.0,0.0,101.19,441.71,ward_19,8860145995fffff,77.47182890190926,13.046558017787106
220,220,Bengaluru,Ramanagar,Ramanagara,Ramanagara,66,04-02-1970,POINT (77.66187266814696 12.82440463419257),trf_220,Ramanagara,,1.0,2.577,2.191,4368.0,29775.0,7194.0,0.0,116.02,1033.4,ward_20,8861892655fffff,77.66187266814696,12.82440463419257
221,221,Bengaluru,Ramanagar,Kanakapura,Ranganadoddi,66,01-11-1997,POINT (77.47545131422557 13.095991873550352),trf_221,Ranganadoddi,,3.0,0.36,0.313,2044.0,3972.0,725.0,1.0,99.51,409.36,ward_21,8860144b6bfffff,77.47545131422557,13.095991873550352
222,222,Bengaluru,Bangalore Urban,Bangalore South,RBI,66,06-02-2002,POINT (77.56228123872684 12.911192644120067),trf_222,RBI,,3.0,3.984,3.352,4950.0,14503.0,1320.0,1.0,81.88,1621.76,ward_22,88618924b5fffff,77.56228123872684,12.911192644120067
223,223,Bengaluru,Bangalore Urban,Bangalore North,REMCO,66,03-12-2010,POINT (77.69383987017726 13.084174573215158),trf_223,REMCO,,3.0,0.697,0.543,2738.0,3042.0,2930.0,0.0,56.49,850.46,ward_23,8861892d55fffff,77.69383987017726,13.084174573215158
224,224,Bengaluru,Bangalore Urban,Bangalore North,RMV,66,05-02-1998,POINT (77.74580031914687 13.026013455577683),trf_224,RMV,,1.0,7.89,1.578,19720.0,60773.0,2069.0,1.0,60.84,607.89,ward_24,8861892f49fffff,77.74580031914687,13.026013455577683
225,225,Bengaluru,Kolar,Kolar,S.M.Mangala,66,19-11-2006,POINT (77.56287787565928 12.8250502150096),trf_225,S.M.Mangala,,3.0,7.564,6.998,10179.0,67830.0,26936.0,1.0,60.59,650.59,ward_25,8860145345fffff,77.56287787565928,12.8250502150096
226,226,Bengaluru,CB Pura,Shidlagatta,Sadali,66,01-09-1996,POINT (77.68314407477823 12.967521274920742),trf_226,Sadali,,3.0,0.19,0.091,1028.0,1949.0,898.0,1.0,118.13,1322.03,ward_26,8861892e5bfffff,77.68314407477823,12.967521274920742
227,227,Bengaluru,Bangalore Urban,Bangalore North,Sahakarnagar,66,27-07-2003,POINT (77.57726660277409 13.07190631552842),trf_227,Sahakarnagar,,1.0,0.712,0.232,3335.0,5877.0,3254.0,0.0,53.07,1203.11,ward_27,8860169659fffff,77.57726660277409,13.07190631552842
228,228,Bengaluru,Ramanagar,Channapatna,Sankalagere,66,18-02-2016,POINT (77.48335924469185 12.947787531287258),trf_228,Sankalagere,,3.0,0.761,0.211,2346.0,5768.0,1349.0,2.0,142.87,923.43,ward_28,8860145a87fffff,77.48335924469185,12.947787531287258
229,229,Bengaluru,Bangalore Urban,Bangalore South,Sarakki,66,01-09-1976,POINT (77.45340609343023 12.940598192598237),trf_229,Sarakki,,3.0,0.732,0.619,1204.0,7513.0,686.0,0.0,67.12,1957.05,ward_29,8860144369fffff,77.45340609343023,12.940598192598237
230,230,Bengaluru,Bangalore Urban,Bangalore East,Shobha Apartments,66,21-01-2012,POINT (77.46689098270456 12.835645374880421),trf_230,Shobha Apartments,,3.0,0.73,0.454,4148.0,5450.0,1333.0,0.0,157.24,1468.89,ward_30,8860145015fffff,77.46689098270456,12.835645374880421
231,231,Bengaluru,Bangalore Urban,Bangalore North,Shreegandhakaval,66,18-05-2016,POINT (77.48525787403314 12.99476309063482),trf_231,Shreegandhakaval,,3.0,8.551,1.783,36104.0,100323.0,17964.0,0.0,140.97,1634.26,ward_31,88601458e9fffff,77.48525787403314,12.99476309063482
232,232,Bengaluru,Ramanagar,Magadi,Shrigiripura,66,12-03-2019,POINT (77.67381346377962 12.975010629529148),trf_232,Shrigiripura,,3.0,0.061,0.035,263.0,657.0,52.0,1.0,79.31,263.43,ward_32,8861892e19fffff,77.67381346377962,12.975010629529148
233,233,Bengaluru,CB Pura,Shidlagatta,Sidlaghatta,66,18-09-1992,POINT (77.73865176454237 12.912461173857112),trf_233,Sidlaghatta,,3.0,3.788,1.582,19805.0,34298.0,14486.0,0.0,124.97,1143.49,ward_33,88618922b5fffff,77.73865176454237,12.912461173857112
234,234,Bengaluru,Bangalore Urban,Bangalore North,Sir MV Layout,66,20-07-2010,POINT (77.53571362588455 13.060579738456838),trf_234,Sir MV Layout,,3.0,0.022,0.016,7.0,175.0,30.0,0.0,70.59,1242.58,ward_34,886014593dfffff,77.53571362588455,13.060579738456838
235,235,Bengaluru,Bangalore Urban,Bangalore North,Soladevanahalli,66,10-03-1995,POINT (77.51707875155584 13.088966761832182),trf_235,Soladevanahalli,,3.0,0.41,0.103,1928.0,2284.0,852.0,1.0,11.32,747.84,ward_35,8860169689fffff,77.51707875155584,13.088966761832182
236,236,Bengaluru,Bangalore Urban,Bangalore South,Somanahalli,66,01-07-1986,POINT (77.45364634240694 13.090963648012291),trf_236,Somanahalli,,3.0,0.675,0.455,806.0,4566.0,2433.0,0.0,55.57,552.64,ward_36,8860144b0bfffff,77.45364634240694,13.090963648012291
237,237,Bengaluru,Kolar,Srinivaspur,Somayajanahalli,66,04-04-2003,POINT (77.46294797358517 13.067342934109421),trf_237,Somayajanahalli,,3.0,0.077,0.045,83.0,904.0,42.0,0.0,147.58,1409.11,ward_37,88601459b7fffff,77.46294797358517,13.067342934109421
238,238,Bengaluru,CB Pura,Gudibande,Somenahalli,66,27-01-2016,POINT (77.60831033272589 13.09788943883579),trf_238,Somenahalli,,3.0,0.404,0.161,498.0,2968.0,521.0,0.0,131.35,1937.07,ward_38,8861892d97fffff,77.60831033272589,13.09788943883579
239,239,Bengaluru,CB Pura,Bagepalli,Somnathpura,66,21-06-1981,POINT (77.47213896942063 12.966156285320396),trf_239,Somnathpura,,3.0,1.68,1.535,2997.0,6432.0,4831.0,1.0,53.48,30.22,ward_39,8860145ab5fffff,77.47213896942063,12.966156285320396
240,240,Bengaluru,Bangalore Urban,Bangalore South,Southcity (Kothnur),66,28-05-2007,POINT (77.74079076068573 12.956929353251045),trf_240,Southcity (Kothnur),,3.0,0.679,0.496,2485.0,3949.0,884.0,0.0,173.22,1893.47,ward_40,88618920e7fffff,77.74079076068573,12.956929353251045
241,241,Bengaluru,Kolar,Srinivaspur,Srinivaspur,66,27-09-2004,POINT (77.63881959144058 13.008724606695385),trf_241,Srinivaspur,,1.0,9.503,7.15,50347.0,45840.0,26802.0,1.0,81.63,30.79,ward_41,8861892ea9fffff,77.63881959144058,13.008724606695385
242,242,Bengaluru,Bangalore Urban,Bangalore North,SRS Peenya,66,25-01-1965,POINT (77.58636231943034 12.988267424025219),trf_242,SRS Peenya,,3.0,0.456,0.419,1092.0,4815.0,413.0,2.0,1.66,867.17,ward_42,8860145b47fffff,77.58636231943034,12.988267424025219
243,243,Bengaluru,Bangalore Urban,Bangalore South,St Johns Wood (Adugodi),66,30-03-2009,POINT (77.62529429357693 13.070347403147297),trf_243,St Johns Wood (Adugodi),,1.0,0.915,0.481,1420.0,6322.0,3177.0,0.0,117.89,1226.58,ward_43,8861892ddbfffff,77.62529429357693,13.070347403147297
244,244,Bengaluru,Bangalore Urban,Bangalore South,Subramanyapura,66,02-10-1986,POINT (77.46363391410245 12.88428895687767),trf_244,Subramanyapura,,3.0,55.984,41.178,30699.0,268356.0,235797.0,1.0,49.68,428.81,ward_44,88601451c7fffff,77.46363391410245,12.88428895687767
245,245,Bengaluru,Kolar,Kolar,Sugutur,66,20-08-2008,POINT (77.73512344522297 13.067079135167274),trf_245,Sugutur,,3.0,0.072,0.039,317.0,609.0,233.0,0.0,190.3,1676.98,ward_45,8861892f2dfffff,77.73512344522297,13.067079135167274
246,246,Bengaluru,Bangalore Rural,Hosakote,Sulibele,66,11-09-1998,POINT (77.58669702583572 12.98603977934046),trf_246,Sulibele,,3.0,0.933,0.567,1121.0,7978.0,3327.0,1.0,13.69,742.23,ward_46,8860145b47fffff,77.58669702583572,12.98603977934046
247,247,Bengaluru,Bangalore Urban,Anekal,Suryanagar_KHB,66,25-09-2010,POINT (77.53321435489434 12.856436347917128),trf_247,Suryanagar_KHB,,3.0,0.543,0.218,1200.0,6005.0,1737.0,1.0,126.05,496.77,ward_47,8860145335fffff,77.53321435489434,12.856436347917128
248,248,Bengaluru,Bangalore Rural,Nelamangala,T Begur,66,30-07-2010,POINT (77.589109521482 12.906005668407817),trf_248,T Begur,,3.0,0.448,0.308,2517.0,1602.0,1774.0,0.0,88.78,43.83,ward_48,88618924e7fffff,77.589109521482,12.906005668407817
249,249,Bengaluru,CB Pura,Chintamani,Talagawara,66,28-10-1993,POINT (77.62509683355526 12.823320391089496),trf_249,Talagawara,,3.0,0.066,0.038,367.0,261.0,242.0,0.0,131.03,520.47,ward_49,88618926cdfffff,77.62509683355526,12.823320391089496
250,250,Bengaluru,Kolar,Kolar,Tamaka,66,12-03-1987,POINT (77.74231844229985 13.09586322334388),trf_250,Tamaka,,1.0,1.634,0.554,6512.0,17868.0,6385.0,1.0,57.84,619.61,ward_50,8861892883fffff,77.74231844229985,13.09586322334388
251,251,Bengaluru,Bangalore Urban,Bangalore North,TATA Institute(IISC),66,26-01-2000,POINT (77.65944851420592 12.960828909903237),trf_251,TATA Institute(IISC),,3.0,0.54,0.253,1146.0,5647.0,2046.0,0.0,182.76,1905.63,ward_51,8861892523fffff,77.65944851420592,12.960828909903237
252,252,Bengaluru,Ramanagar,Magadi,Tavarekere,66,04-09-2000,POINT (77.5428582848859 13.044138505912084),trf_252,Tavarekere,,3.0,0.511,0.463,2687.0,2005.0,963.0,0.0,100.63,387.73,ward_52,8860145901fffff,77.5428582848859,13.044138505912084
253,253,Bengaluru,Kolar,Mulbagal,Tayalur,66,02-03-1998,POINT (77.65541935176617 12.848785081803468),trf_253,Tayalur,,3.0,0.84,0.709,3772.0,5840.0,2462.0,0.0,134.73,358.51,ward_53,886189263dfffff,77.65541935176617,12.848785081803468
254,254,Bengaluru,Kolar,Malur,Tekal,66,30-06-2000,POINT (77.72327815534815 13.04676117287695),trf_254,Tekal,,3.0,0.126,0.041,2.0,1193.0,443.0,0.0,32.27,167.11,ward_54,8861892f01fffff,77.72327815534815,13.04676117287695
255,255,Bengaluru,Bangalore Urban,Bangalore North,Telecom Layout,66,26-12-2005,POINT (77.73493997398758 13.017715852516508),trf_255,Telecom Layout,,1.0,9.018,3.437,19169.0,35604.0,9625.0,0.0,121.55,490.7,ward_55,88618921b5fffff,77.73493997398758,13.017715852516508
256,256,Bengaluru,Ramanagar,Magadi,TG Halli,66,31-08-2007,POINT (77.63402455878074 12.925472910887185),trf_256,TG Halli,,1.0,0.242,0.088,1394.0,2068.0,647.0,0.0,85.79,1081.81,ward_56,886189251bfffff,77.63402455878074,12.925472910887185
257,257,Bengaluru,CB Pura,Bagepalli,Thimmampalli,66,03-06-1998,POINT (77.72981854500621 13.059819166850122),trf_257,Thimmampalli,,3.0,0.18,0.104,445.0,1950.0,546.0,0.0,23.08,1211.28,ward_57,8861892f29fffff,77.72981854500621,13.059819166850122
258,258,Bengaluru,CB Pura,Gowribidanur,Thondebhavi,66,17-04-1992,POINT (77.46356560103186 12.807910092349177),trf_258,Thondebhavi,,1.0,0.151,0.109,187.0,986.0,649.0,0.0,101.56,838.54,ward_58,88601452adfffff,77.46356560103186,12.807910092349177
259,259,Bengaluru,Bangalore Rural,Nelamangala,Thyamagondlu,66,28-07-2010,POINT (77.56293901006342 13.04316599923455),trf_259,Thyamagondlu,,1.0,0.078,0.043,262.0,675.0,258.0,0.0,2.0,1446.89,ward_59,886014596bfffff,77.56293901006342,13.04316599923455
260,260,Bengaluru,Bangalore Rural,DB pura,Tubagere,66,31-03-2007,POINT (77.74618283879448 12.84512506733106),trf_260,Tubagere,,3.0,0.823,0.685,2395.0,4940.0,3127.0,0.0,36.69,1709.95,ward_60,88618935edfffff,77.74618283879448,12.84512506733106
261,261,Bengaluru,Ramanagar,Channapatna,Vandaraguppe,66,Completed,POINT (77.62823921460564 12.914267256989307),trf_261,Vandaraguppe,,3.0,0.085,0.042,410.0,945.0,83.0,0.0,175.47,778.81,ward_61,8861892423fffff,77.62823921460564,12.914267256989307
262,262,Bengaluru,CB Pura,Gowribidanur,Vatadahosahalli,66,13-02-1994,POINT (77.74097431934437 13.052635676940712),trf_262,Vatadahosahalli,,3.0,0.076,0.052,34.0,485.0,293.0,0.0,199.44,1118.12,ward_62,8861892f61fffff,77.74097431934437,13.052635676940712
263,263,Bengaluru,Kolar,Kolar,Vemgal,66,18-03-1992,POINT (77.70149861141334 12.940607947938492),trf_263,Vemgal,,3.0,0.357,0.171,147.0,2258.0,796.0,1.0,141.75,16.73,ward_63,8861892095fffff,77.70149861141334,12.940607947938492
264,264,Bengaluru,Ramanagar,Kanakapura,Venkatarayanadoddi,66,10-01-2008,POINT (77.5744458507013 12.882022121579212),trf_264,Venkatarayanadoddi,,3.0,0.489,0.1,2360.0,4868.0,1287.0,0.0,153.3,1167.43,ward_64,8861892489fffff,77.5744458507013,12.882022121579212
265,265,Bengaluru,Ramanagar,Magadi,VG_Doddi,66,24-08-2012,POINT (77.46691264899528 13.059416712876516),trf_265,VG_Doddi,,3.0,0.805,0.474,678.0,7278.0,2398.0,1.0,39.0,1780.82,ward_65,88601459b1fffff,77.46691264899528,13.059416712876516
266,266,Bengaluru,Bangalore Urban,Bangalore North,Victoria Hospital,66,21-02-1999,POINT (77.69387030273903 13.099915301985838),trf_266,Victoria Hospital,,3.0,0.761,0.493,2987.0,8373.0,2114.0,1.0,94.78,1432.79,ward_66,8861892d01fffff,77.69387030273903,13.099915301985838
267,267,Bengaluru,CB Pura,Gowribidanur,Vidurashwatha,66,24-03-2008,POINT (77.74899105112218 12.966629511680788),trf_267,Vidurashwatha,,3.0,0.321,0.122,414.0,2190.0,1399.0,0.0,37.58,153.94,ward_67,88618921d9fffff,77.74899105112218,12.966629511680788
268,268,Bengaluru,Bangalore Urban,Bangalore North,Vidyanagar,66,30-11-2004,POINT (77.68069622455415 13.083429718964728),trf_268,Vidyanagar,,3.0,0.824,0.572,3937.0,4489.0,2738.0,0.0,187.81,1272.75,ward_68,8861892d19fffff,77.68069622455415,13.083429718964728
269,269,Bengaluru,Bangalore Urban,Bangalore North,Vijayanagar,66,11-02-1991,POINT (77.70489421720322 12.87420443052296),trf_269,Vijayanagar,,3.0,0.199,0.143,261.0,1663.0,253.0,1.0,155.61,1521.7,ward_69,8861892741fffff,77.70489421720322,12.87420443052296
270,270,Bengaluru,Bangalore Rural,Devanahalli,Vijaypura,66,01-01-1971,POINT (77.58516324059303 12.838747824545448),trf_270,Vijaypura,,1.0,7.291,3.472,18913.0,23917.0,9084.0,0.0,175.84,486.79,ward_70,8861892695fffff,77.58516324059303,12.838747824545448
271,271,Bengaluru,Kolar,Kolar,Vokkaleri,66,07-08-1986,POINT (77.73621530817762 12.981852390335265),trf_271,Vokkaleri,,3.0,7.002,3.097,37723.0,76973.0,10933.0,4.0,115.34,134.51,ward_71,886189219dfffff,77.73621530817762,12.981852390335265
272,272,Bengaluru,Bangalore Rural,Hosakote,Volvo (Yelachenahalli),66,26-05-1998,POINT (77.51859284165104 13.001510205321757),trf_272,Volvo (Yelachenahalli),,1.0,0.333,0.253,1612.0,3570.0,1595.0,0.0,8.07,822.38,ward_72,8860145805fffff,77.51859284165104,13.001510205321757
273,273,Bengaluru,Bangalore Urban,Bangalore North,Welcast Steel,66,19-02-2007,POINT (77.63543847213737 12.907448815409852),trf_273,Welcast Steel,,1.0,4.244,3.343,14417.0,24679.0,13330.0,0.0,2.88,1528.71,ward_73,8861892421fffff,77.63543847213737,12.907448815409852
274,274,Bengaluru,Bangalore Urban,Bangalore North,WIDIA,66,07-08-2003,POINT (77.48406727765989 13.00147195867784),trf_274,WIDIA,,3.0,0.049,0.041,182.0,395.0,147.0,1.0,116.19,1981.36,ward_74,88601458edfffff,77.48406727765989,13.00147195867784
275,275,Bengaluru,CB Pura,Shidlagatta,Y.Hunsenahalli,66,07-07-1996,POINT (77.60609231027114 13.031695517520692),trf_275,Y.Hunsenahalli,,3.0,0.71,0.349,975.0,5944.0,3163.0,1.0,105.54,423.27,ward_75,8861892cd5fffff,77.60609231027114,13.031695517520692
276,276,Bengaluru,Bangalore Urban,Bangalore South,Yarandanahalli,66,24-02-1999,POINT (77.6060490503336 13.055654450095561),trf_276,Yarandanahalli,,3.0,0.653,0.525,2802.0,5445.0,167.0,0.0,134.96,1355.06,ward_76,8861892c85fffff,77.6060490503336,13.055654450095561
277,277,Bengaluru,Ramanagar,Kanakapura,Yedamadu,66,01-02-2010,POINT (77.61557205163234 12.968281391460616),trf_277,Yedamadu,,3.0,0.176,0.101,730.0,1632.0,548.0,0.0,31.24,1271.88,ward_77,88618925adfffff,77.61557205163234,12.968281391460616
278,278,Bengaluru,Bangalore Urban,Bangalore North,Yelahanka,66,21-11-1984,POINT (77.71299608079751 12.92104485986372),trf_278,Yelahanka,,3.0,7.346,3.977,29432.0,77400.0,5985.0,0.0,155.82,1219.39,ward_78,88618920d1fffff,77.71299608079751,12.92104485986372
279,279,Bengaluru,Kolar,Srinivaspur,Yeldur,66,02-03-1998,POINT (77.49020456853519 12.808634802894002),trf_279,Yeldur,,3.0,0.805,0.741,2589.0,5954.0,1553.0,0.0,114.52,554.03,ward_79,8860145237fffff,77.49020456853519,12.808634802894002
280,280,Bengaluru,CB Pura,Chintamani,Yenigadale,66,10-12-2002,POINT (77.67654117670209 12.98609286540604),trf_280,Yenigadale,,3.0,0.597,0.278,186.0,1962.0,1213.0,0.0,121.37,1761.95,ward_80,8861892e1dfffff,77.67654117670209,12.98609286540604
